indice,A,B,C
2021-06-30,227.0574459616191,187,625.4904874088974
2021-07-31,227.53828671084767,185,625.1451389886892
2021-08-31,227.84630464662084,187,624.216719700112
2021-09-30,227.94290100757945,183,625.1190027994511
2021-10-31,228.4625001893376,181,625.4702760536292
2021-11-30,228.54746627122765,183,625.0045344650728
2021-12-31,228.9938563232651,182,625.3874070751109
2022-01-31,229.12809379237055,182,625.0313404668614
2022-02-28,229.42616963010383,185,624.1371146167294
2022-03-31,229.77605413079945,183,625.8149445445212
2022-04-30,230.09676849144307,185,624.8024369883865
2022-05-31,230.55476830342357,183,624.7320363834323
2022-06-30,230.82019887039988,185,626.2373542891834
2022-07-31,231.15012138929063,186,624.5087184421174
2022-08-31,231.2763640263651,188,624.4404528600093
2022-09-30,231.57160612611727,184,624.3734226465031
2022-10-31,231.92413513813784,184,624.0443257079874
2022-11-30,232.28853294733844,183,624.6370773750665
2022-12-31,232.54844507211212,185,625.0784954147684
2023-01-31,232.87040005696036,182,623.7672958834011
2023-02-28,233.25780257905558,185,625.204604789091
2023-03-31,233.44107681873655,184,624.5052406871895
2023-04-30,233.83016922937006,181,624.848187147162
2023-05-31,233.9359693005491,182,625.5902835336759
2023-06-30,234.31648635128522,183,624.5895832175082
2023-07-31,234.69250920702268,183,624.7290973455723
2023-08-31,234.87618322981,183,626.7220185878167
2023-09-30,235.1858441325015,183,624.1310252046723
2023-10-31,235.40979988593756,184,625.3158135571615
2023-11-30,235.8197717452623,181,625.4753967545768
2023-12-31,236.0968392512539,180,624.987704937245
2024-01-31,236.45644250165287,183,625.1354187425176
2024-02-29,236.84871454800404,180,626.5292009521373
2024-03-31,237.13801136636064,184,624.4961641035472
2024-04-30,237.3082715247325,183,625.4573763391786
2024-05-31,237.71123779484407,185,625.3647934630917
2024-06-30,237.98917613639577,186,624.6120894383249
2024-07-31,238.1554098989797,183,624.0366230554249
2024-08-31,238.53293805819706,181,626.0251986716643
2024-09-30,238.86193110355484,182,625.4925685881323
2024-10-31,239.01375015924123,182,624.8179866216622
2024-11-30,239.46219939640304,186,625.870328969494
2024-12-31,239.83847822923482,184,624.8899346806925
2025-01-31,239.9016084816165,182,623.6514161985231
2025-02-28,240.39775601931606,182,625.1431505716814
2025-03-31,240.57209754862987,185,625.6791995988724
2025-04-30,241.02349909760412,182,623.8192456861461
2025-05-31,241.1783657654606,185,625.5808619547948
2025-06-30,241.61184312417828,185,625.3398089138119
2025-07-31,241.95830744368624,181,624.4819522016699
2025-08-31,242.0350359720169,180,625.3653027714261
2025-09-30,146.22139831273867,185,625.0731357865266
2025-10-31,142.82113345731491,180,625.6182725726335
2025-11-30,139.81221163739798,183,624.9304911445657
2025-12-31,137.32557228248794,187,625.4493231154254
2026-01-31,135.14242196672842,185,624.5593462032173
2026-02-28,133.31821915304084,181,625.8667420840088
2026-03-31,131.94038886450068,180,625.0058123397972
2026-04-30,130.93396702613717,184,625.0478186504189
2026-05-31,130.21966839246292,186,624.6504672941985
2026-06-30,130.13281361929677,182,624.8493667204062
2026-07-31,130.2754675281963,182,625.9595947246817
2026-08-31,130.87412358499947,181,625.7451624299132
2026-09-30,131.9265797422277,183,625.6578269528942
2026-10-31,133.20457739607266,183,626.6398889146096
2026-11-30,135.1473588642326,182,626.1554273404386
2026-12-31,137.2256590484924,181,625.6669822043565
2027-01-31,139.9011795023745,183,627.0480103468963
2027-02-28,142.94312702175517,183,625.2830406458289
2027-03-31,146.3208837212352,182,624.7690178315512
2027-04-30,150.12715318491345,182,626.1127266325391
2027-05-31,154.32164796392271,184,623.888231560825
2027-06-30,158.88821607597856,183,625.2119674153294
2027-07-31,163.90263862679268,187,625.4809376874975
2027-08-31,169.34174267272738,184,624.9949633588374
2027-09-30,175.14461435804088,187,625.4985036046526
2027-10-31,181.26318887028168,184,625.4611769687616
2027-11-30,187.82148585569536,188,624.713482296947
2027-12-31,194.87535855901302,183,624.9022486174974
2028-01-31,202.2931080241328,181,626.233965477813
2028-02-29,210.09164417657297,180,625.5582725879341
2028-03-31,218.27676429962253,180,625.6317279573195
2028-04-30,226.94021065648406,184,626.3791918532417
2028-05-31,235.86633963097788,183,625.0632410549969
2028-06-30,245.28706555537997,181,624.4155139017038
2028-07-31,255.04451572850257,184,625.7756621403829
2028-08-31,265.24248846408904,183,625.2305504298238
2028-09-30,275.8948492202863,185,623.9168127161706
2028-10-31,286.93709143594236,185,626.1684880228836
2028-11-30,298.22350852601437,182,625.8113955481231
2028-12-31,310.13377366754514,184,624.0016101102441
