indice,A,B,C,D
2025-08-31,1.0,1.0,1.0,1.0
2025-09-30,1.0,1.0,1.0,1.0
2025-10-31,1.0,1.0,1.0,1.0
2025-11-30,1.0,1.0,1.0,1.0
2025-12-31,1.0,1.0,1.0,1.0
2026-01-31,1.0,1.0,1.0,1.0
2026-02-28,1.0,1.0,1.0,1.0
2026-03-31,1.0,1.0,1.0,1.0
2026-04-30,1.0,1.0,1.0,1.0
2026-05-31,1.0,1.0,1.0,1.0
2026-06-30,1.0,1.0,1.0,1.0
2026-07-31,1.0,1.0,1.0,1.0
2026-08-31,1.0,1.0,1.0,1.0
2026-09-30,1.0,1.0,1.0,1.0
2026-10-31,1.0,1.0,1.0,1.0
2026-11-30,1.0,1.0,1.0,1.0
2026-12-31,1.0,1.0,1.0,1.0
2027-01-31,1.0,1.0,1.0,1.0
2027-02-28,1.0,1.0,1.0,1.0
2027-03-31,1.0,1.0,1.0,1.0
2027-04-30,1.0,1.0,1.0,1.0
2027-05-31,1.0,1.0,1.0,1.0
2027-06-30,1.0,1.0,1.0,1.0
2027-07-31,1.0,1.0,1.0,1.0
2027-08-31,1.0,1.0,1.0,1.0
2027-09-30,1.0,1.0,1.0,1.0
2027-10-31,1.0,1.0,1.0,1.0
2027-11-30,1.0,1.0,1.0,1.0
2027-12-31,1.0,1.0,1.0,1.0
2028-01-31,1.0,1.0,1.0,1.0
2028-02-29,1.0,1.0,1.0,1.0
2028-03-31,1.0,1.0,1.0,1.0
2028-04-30,1.0,1.0,1.0,1.0
2028-05-31,1.0,1.0,1.0,1.0
2028-06-30,1.0,1.0,1.0,1.0
2028-07-31,1.0,1.0,1.0,1.0
2028-08-31,1.0,1.0,1.0,1.0
2028-09-30,1.0,1.0,1.0,1.0
2028-10-31,1.0,1.0,1.0,1.0
2028-11-30,1.0,1.0,1.0,1.0
2028-12-31,1.0,1.0,1.0,1.0
