indice,A,B,C,D,E
2020-09-30,134.79983889965092,77.80277542266379,83.370896674681,188.25944170150058,124.16587763422365
2020-10-31,134.76519949992064,77.79664037636788,84.09415381216982,170.94633354881438,117.13119839329403
2020-11-30,132.97940568714708,77.7905796961017,84.21627098928417,176.0981010582477,114.44009657698379
2020-12-31,130.22132016018168,77.78459160057834,83.42245265795792,182.33124880221004,117.12132741539502
2021-01-31,134.31326140938938,77.77867437175485,83.61355514696095,171.9231634888952,122.8726339838778
2021-02-28,130.97825853131718,77.77282635187325,83.21172728910997,180.67366443351614,124.38597541699957
2021-03-31,132.61671345224175,77.7670459406727,83.52299079932989,183.1679580891865,123.38963397273125
2021-04-30,133.7930026925706,77.7613315927609,82.79432619397951,165.2454701879779,122.3897013249682
2021-05-31,133.63816982622296,77.75568181513393,83.28995878270547,186.7562979546892,119.5033247598436
2021-06-30,134.79983889965092,77.75009516483487,83.83811609885349,186.9888783399128,118.542981223906
2021-07-31,134.76519949992064,77.74457024674157,82.77973076910138,178.82241404135695,69.33477233490416
2021-08-31,132.97940568714708,77.73910571147547,83.38297618625062,180.56041795533224,81.16356735981752
2021-09-30,130.22132016018168,77.73370025342336,83.8275979740352,184.4173848426047,81.82680107577853
2021-10-31,134.31326140938938,77.728352608865,83.01662592834353,185.5341400531237,81.50385165879095
2021-11-30,130.97825853131718,77.72306155419973,82.8604683883686,179.03009675361187,82.80334660736926
2021-12-31,132.61671345224175,77.71782590426608,83.8873667152283,175.9058241017963,82.10582566482623
2022-01-31,133.7930026925706,77.7126445107483,83.51286245171603,179.99777136160097,82.54912185038634
2022-02-28,133.63816982622296,77.70751626066472,82.67331377213947,179.90957885544418,83.079623868884
2022-03-31,134.79983889965092,77.70244007493271,84.17634694014525,178.1656089246232,82.95980788578791
2022-04-30,134.76519949992064,77.69741490700595,83.37317306063471,182.71365682648772,82.69518028103805
2022-05-31,132.97940568714708,77.69243974157936,82.43002865624196,183.65913814268214,82.1823886552036
2022-06-30,130.22132016018168,77.68751359335786,84.12121000734219,174.7713196740474,82.59395825857737
2022-07-31,134.31326140938938,77.68263550588519,83.26668604377804,171.88186836256742,82.69129640363263
2022-08-31,130.97825853131718,77.67780455042931,82.29984885422544,181.77269314966668,82.51638534006766
2022-09-30,132.61671345224175,77.67301982492124,83.72909685618306,183.42569758398028,82.85481095545963
2022-10-31,133.7930026925706,77.66828045294396,83.33085988266666,176.0572298114735,83.34594451000241
2022-11-30,133.63816982622296,77.66358558276904,82.40954640467152,181.9659015653531,81.95710966420971
2022-12-31,134.79983889965092,77.65893438643789,82.99004366199456,176.62846811781466,81.97968898297341
2023-01-31,134.76519949992064,77.65432605888543,83.15512192739033,175.8835895671447,82.11912267520329
2023-02-28,132.97940568714708,77.64975981710379,82.96324304014625,175.5051892284808,82.09841249919275
2023-03-31,130.22132016018168,77.64523489934383,83.03673177316475,170.1544851281162,81.4459538579286
2023-04-30,134.31326140938938,77.64075056435246,82.82539346822571,178.1160062254913,82.3887005131394
2023-05-31,130.97825853131718,77.63630609064383,83.51052295041978,254.95545411812003,82.04670966940108
2023-06-30,132.61671345224175,77.63190077580275,83.44267321939218,182.86623547673418,82.50781279710381
2023-07-31,133.7930026925706,77.62753393581838,82.5141256405141,185.99642986964108,81.54556154610466
2023-08-31,133.63816982622296,77.62320490444682,83.68909263670074,181.23524866682163,82.08133010660042
2023-09-30,134.79983889965092,77.61891303260113,83.56879763600563,175.59062172629177,82.50633680310895
2023-10-31,134.76519949992064,77.61465768776716,83.17346859576435,178.42814036188943,81.4194473773244
2023-11-30,132.97940568714708,77.61043825344423,83.16211366924526,170.87163541143602,81.39188715369028
2023-12-31,130.22132016018168,77.60625412860898,83.51204627452739,170.6364891716353,83.25307636199106
2024-01-31,134.31326140938938,77.60210472720163,83.22193908773139,167.71104461565062,82.54299013886624
2024-02-29,130.97825853131718,77.59798947763338,82.480846607998,184.7677241137876,82.53100719108433
2024-03-31,132.61671345224175,77.5939078223138,83.15004684274055,179.05230768301016,82.58535678526943
2024-04-30,133.7930026925706,77.58985921719749,82.73206549467832,178.44300438964157,82.38420733369652
2024-05-31,133.63816982622296,77.58584313134885,82.69353109707036,181.8183742705738,82.73385316561729
2024-06-30,134.79983889965092,77.58185904652426,82.83142501875795,177.4358656550581,82.62919101220791
2024-07-31,134.76519949992064,77.5779064567707,82.32278124608435,176.64886436965654,81.86872077312358
2024-08-31,132.97940568714708,77.57398486804018,83.35972593107667,180.13175741084953,82.688607688843
2024-09-30,130.22132016018168,77.57009379781917,82.53576281473174,183.88472815350127,81.77565575416942
2024-10-31,134.31326140938938,77.5662327747722,82.70226440027166,189.88273151736843,81.57249338737407
2024-11-30,130.97825853131718,77.56240133839943,83.30989970411103,184.81220087391125,81.7360061903445
2024-12-31,132.61671345224175,77.55859903870682,82.52223681969492,175.7813484604871,82.33989605164892
2025-01-31,133.7930026925706,77.55482543588913,82.42999327633848,180.2930389734349,82.48102226209403
2025-02-28,133.63816982622296,77.55108010002455,83.57904405860494,197.69592401434772,82.74268273456454
2025-03-31,134.79983889965092,77.54736261078078,82.68102836482656,179.2002864538666,82.2921697073805
2025-04-30,134.76519949992064,77.54367255713197,82.52672942498964,192.65475312150278,81.62794715026395
2025-05-31,132.97940568714708,77.54000953708594,83.75650343534127,171.90627193947756,82.95258223247515
2025-06-30,130.22132016018168,77.5363731574214,82.8479787326688,185.09520833409994,83.68108362336005
2025-07-31,134.31326140938938,77.53276303343465,82.92216233718798,137.52363045943258,82.77836621937277
2025-08-31,130.97825853131718,77.52917878869535,83.47599597111395,181.61816877287643,82.20792103047518
2025-09-30,132.61671345224175,77.52562005481091,83.29604822741341,164.30783524256765,82.77472059057804
2025-10-31,133.7930026925706,77.52208647119937,82.64951017293423,174.83010316402888,82.1378958782573
2025-11-30,133.63816982622296,77.51857768487005,82.93396408530248,182.09163394457437,82.39856779044086
2025-12-31,134.79983889965092,77.515093350212,83.58824058318812,189.1337610242876,82.64537489238434
2026-01-31,134.76519949992064,77.51163312878971,82.76657769178797,198.20442024580433,82.12058876069108
2026-02-28,132.97940568714708,77.50819668914583,83.39896534134404,176.97389190039826,82.54934539459914
2026-03-31,130.22132016018168,77.50478370661064,83.6311459830085,179.68815893365127,82.65666566581166
2026-04-30,134.31326140938938,77.50139386311794,82.9735744272258,182.45720949568602,81.65102849715825
2026-05-31,130.97825853131718,77.49802684702728,83.27762297386033,183.10971658088286,82.40646389584423
2026-06-30,132.61671345224175,77.49468235295187,83.02065206053335,175.87221018769495,82.31136158188855
2026-07-31,133.7930026925706,77.49136008159253,82.8681617369121,176.70676636232582,81.94393015350398
2026-08-31,133.63816982622296,77.48805973957687,83.2198655669041,168.9321607510883,82.03488059408288
2026-09-30,134.79983889965092,77.48478103930378,82.97958970241774,174.00927455490034,81.84548015392497
2026-10-31,134.76519949992064,77.48152369879318,82.8114455633476,179.9100394235707,82.37739770311526
2026-11-30,132.97940568714708,77.47828744154037,82.835754780824,180.11878748449416,82.52144072714069
2026-12-31,130.22132016018168,77.47507199637523,82.89566698789967,174.78477562579045,82.20339510543566
2027-01-31,134.31326140938938,77.47187709732584,83.23890738528172,179.40427390214072,83.5262750608743
2027-02-28,130.97825853131718,77.46870248348651,82.99302182124607,189.50401908327575,83.34919237291896
2027-03-31,132.61671345224175,77.46554789888988,83.23253541419011,190.04677397053445,82.61879793875235
2027-04-30,133.7930026925706,77.46241309238309,83.43751975410257,180.78555857566843,83.16430933682203
2027-05-31,133.63816982622296,77.45929781750777,83.46188023222719,191.55543184196063,82.11969565392913
2027-06-30,134.79983889965092,77.45620183238381,83.98674915852428,194.20048183329658,83.02909820011864
2027-07-31,134.76519949992064,77.45312489959662,84.24771660796023,169.92527653716195,82.69950177139356
2027-08-31,132.97940568714708,77.4500667860879,84.16115447743105,186.80768970135094,81.77993092226778
2027-09-30,130.22132016018168,77.4470272630497,83.5462253881296,184.51453909353938,82.33580725064584
2027-10-31,134.31326140938938,77.44400610582173,84.69101969115047,190.7512034679995,82.7237739432311
2027-11-30,130.97825853131718,77.44100309379162,84.08463068273004,171.6925216796545,81.74449866478763
2027-12-31,132.61671345224175,77.43801801029836,83.0435185242562,181.21866571979098,82.04133111754112
2028-01-31,133.7930026925706,77.43505064253846,84.29800434485769,185.7050094615552,81.91705250191954
2028-02-29,133.63816982622296,77.43210078147487,83.46627404897868,205.77972369967264,82.594148142234
2028-03-31,134.79983889965092,77.42916822174867,83.15886259131423,174.93383845475034,82.310578132888
2028-04-30,134.76519949992064,77.42625276159328,83.57052524369095,179.0098084808278,82.02875832514694
2028-05-31,132.97940568714708,77.42335420275111,83.09530766829535,181.1287258808019,82.50796391445239
2028-06-30,130.22132016018168,77.42047235039274,83.33733683074453,180.08447679355498,81.76289159487087
2028-07-31,134.31326140938938,77.41760701303824,83.40031766358219,179.97879934379807,82.99131834829899
2028-08-31,130.97825853131718,77.41475800248092,83.08710146536133,184.3805781676093,82.76058386658592
2028-09-30,132.61671345224175,77.41192513371308,83.35587154830527,177.33223166548078,83.14325914375222
2028-10-31,133.7930026925706,77.40910822485395,83.55455249191662,178.4133223965826,82.83556205727164
2028-11-30,133.63816982622296,77.40630709707962,82.8152716651076,176.19890119599324,81.78861237264988
2028-12-31,134.79983889965092,77.4035215745549,82.89974172780082,170.14395178959845,82.49061713837075
