indice,A,B,C,Target
2024-06-30,237.98917613639577,186,624.6120894383249,1738.4133550130457
2024-07-31,238.1554098989797,183,624.0366230554249,1739.8286560098295
2024-08-31,238.53293805819703,181,626.0251986716643,1745.7833354015256
2024-09-30,238.86193110355484,182,625.4925685881323,1744.2470682798194
2024-10-31,239.01375015924123,182,624.8179866216622,1743.0497234025656
2024-11-30,239.46219939640304,186,625.870328969494,1742.4028573353912
2024-12-31,239.8384782292348,184,624.8899346806925,1742.4183475906198
2025-01-31,239.9016084816165,182,623.6514161985231,1741.6044408786624
2025-02-28,240.3977560193161,182,625.1431505716814,1745.084057162679
2025-03-31,240.57209754862987,185,625.6791995988724,1743.9304967463747
2025-04-30,241.0234990976041,182,623.8192456861461,1743.0619904698965
2025-05-31,241.1783657654606,185,625.5808619547948,1744.3400896750504
2025-06-30,241.61184312417828,185,625.3398089138119,1744.291460951802
2025-07-31,241.95830744368624,181,624.4819522016699,1746.122211847026
2025-08-31,242.0350359720169,180,625.3653027714261,1748.765641514869
2025-09-30,146.22139831273867,185,625.0731357865266,1648.3676698857917
2025-10-31,142.82113345731491,180,625.6182725726335,1650.0576786025817
2025-11-30,139.81221163739798,183,624.9304911445657,1643.2731939265295
2025-12-31,137.32557228248794,187,625.4493231154254,1638.6242185133387
2026-01-31,135.14242196672842,185,624.5593462032173,1636.2611143731629
2026-02-28,133.31821915304084,181,625.8667420840088,1640.2517033210586
2026-03-31,131.94038886450068,180,625.0058123397972,1637.952013544095
2026-04-30,130.93396702613717,184,625.0478186504189,1633.829604326975
2026-05-31,130.21966839246292,186,624.6504672941985,1630.72060298086
2026-06-30,130.13281361929677,182,624.8493667204062,1634.2315470601093
2026-07-31,130.2754675281963,182,625.9595947246817,1636.5946569775597
2026-08-31,130.87412358499947,181,625.7451624299132,1637.5644484448258
2026-09-30,131.9265797422277,183,625.6578269528942,1636.8422336480162
2026-10-31,133.20457739607266,183,626.6398889146096,1640.0843552252918
2026-11-30,135.1473588642326,182,626.1554273404386,1641.8582135451097
2026-12-31,137.2256590484924,181,625.6669822043565,1643.7596234572054
2027-01-31,139.9011795023745,183,627.0480103468963,1647.597200196167
2027-02-28,142.94312702175517,183,625.2830406458289,1647.109208313413
2027-03-31,146.3208837212352,182,624.7690178315512,1650.2589193843376
2027-04-30,150.12715318491345,182,626.1127266325391,1656.7526064499916
2027-05-31,154.32164796392271,184,623.888231560825,1654.8981110855727
2027-06-30,158.88821607597856,183,625.2119674153294,1662.9121509066372
2027-07-31,163.90263862679268,187,625.4809376874975,1665.2645140017876
2027-08-31,169.34174267272738,184,624.9949633588374,1672.131669390402
2027-09-30,175.14461435804088,187,625.4985036046526,1676.5416215673458
2027-10-31,181.26318887028168,184,625.4611769687616,1684.985542807805
2027-11-30,187.82148585569536,188,624.713482296947,1686.848450449589
2027-12-31,194.87535855901305,183,624.9022486174974,1698.279855794008
2028-01-31,202.2931080241328,181,626.233965477813,1709.9610389797588
2028-02-29,210.09164417657297,180,625.5582725879341,1717.2081893524412
2028-03-31,218.27676429962253,180,625.6317279573195,1725.5402202142616
2028-04-30,226.94021065648408,184,626.3791918532417,1732.4985943629672
2028-05-31,235.86633963097788,183,625.0632410549969,1739.5928217409717
2028-06-30,245.28706555538,181,624.4155139017038,1749.3180933587876
2028-07-31,255.04451572850255,184,625.7756621403829,1759.3958400092683
2028-08-31,265.24248846408904,183,625.2305504298238,1769.3035893237366
2028-09-30,275.8948492202863,185,623.9168127161706,1775.7284746526275
2028-10-31,286.9370914359424,185,626.1684880228836,1791.2740674817096
2028-11-30,298.2235085260144,182,625.8113955481231,1804.2462996222607
2028-12-31,310.13377366754514,184,624.0016101102441,1810.9369938880332
