indice,A,B
2018-05-31,172.46287381018465,56.01449551636048
2018-06-30,202.01955551614105,56.261290152964136
2018-07-31,214.1573943985569,56.046857220120465
2018-08-31,205.73926444967887,56.504228534454924
2018-09-30,172.46287381018465,61.4860330151035
2018-10-31,202.01955551614105,56.434828459553444
2018-11-30,214.1573943985569,56.50809089332488
2018-12-31,205.73926444967887,56.14279426412221
2019-01-31,172.46287381018465,56.05914215848453
2019-02-28,202.01955551614105,56.018270087278005
2019-03-31,214.1573943985569,61.93092589381361
2019-04-30,205.73926444967887,56.29939382857094
2019-05-31,172.46287381018465,56.158344950704915
2019-06-30,202.01955551614105,56.004804407212916
2019-07-31,214.1573943985569,56.228331630441055
2019-08-31,205.73926444967887,62.81766259742564
2019-09-30,172.46287381018465,56.021534896270786
2019-10-31,202.01955551614105,56.87754081806562
2019-11-30,200.0,67.9774530815011
2019-12-31,196.0,56.12593414760017
2020-01-31,192.0,57.46050867169328
2020-02-29,188.0,56.065190600341424
2020-03-31,184.0,58.18926743646111
2020-04-30,180.0,56.01934044234971
2020-05-31,176.0,56.01708124355044
2020-06-30,172.0,56.18630783260897
2020-07-31,168.0,58.69615295833873
2020-08-31,164.0,56.3480985945928
2020-09-30,160.0,56.04230942811761
2020-10-31,156.0,72.31722351827754
2020-11-30,152.0,56.00040905719368
2020-12-31,148.0,56.00903656536304
2021-01-31,144.0,56.0059898091278
2021-02-28,140.0,56.01240372355248
2021-03-31,136.0,56.002170128991466
2021-04-30,132.0,56.025952364687626
2021-05-31,128.0,56.0552312433568
2021-06-30,124.0,56.029863017151726
2021-07-31,120.0,56.63081343184773
2021-08-31,116.0,59.17387252715155
2021-09-30,112.0,56.00544710407704
2021-10-31,108.0,57.33462058124896
2021-11-30,104.0,56.017681895657134
2021-12-31,100.0,56.07223869194775
2022-01-31,96.0,56.00726305565141
2022-02-28,92.0,56.04804785336062
2022-03-31,88.0,56.07381079757803
2022-04-30,84.0,56.028333227697736
2022-05-31,80.0,56.01493553073445
2022-06-30,76.0,56.02866437121412
2022-07-31,72.0,58.97749236953351
2022-08-31,68.0,56.23557181968462
2022-09-30,64.0,79.96873733735886
2022-10-31,60.0,56.04853547250234
2022-11-30,56.0,57.79793972988205
2022-12-31,52.0,56.16868900495655
2023-01-31,48.0,56.024692207479234
2023-02-28,44.0,56.617935831331835
2023-03-31,40.0,60.08824190239747
2023-04-30,36.0,56.025682944344034
2023-05-31,32.0,56.03694833796887
2023-06-30,28.0,56.28956238805217
2023-07-31,24.0,56.137158850540054
2023-08-31,20.0,56.00618552033566
2023-09-30,16.0,56.676792379089775
2023-10-31,12.0,56.58416064471144
2023-11-30,8.0,59.69383372779089
2023-12-31,4.0,56.68682483685619
2024-01-31,0.0,76.36023102659337
2024-02-29,0.0,56.10657676348903
2024-03-31,0.0,56.08528286302227
2024-04-30,0.0,56.05199788473452
2024-05-31,0.0,83.32609501022434
2024-06-30,0.0,56.58880493425469
2024-07-31,0.0,56.00412438224744
2024-08-31,0.0,56.06221576822744
2024-09-30,0.0,56.03350558778668
2024-10-31,0.0,59.10870883992068
2024-11-30,0.0,56.106727766297766
2024-12-31,0.0,61.906579163936115
2025-01-31,0.0,56.061152254767194
2025-02-28,0.0,56.00492795381911
2025-03-31,0.0,62.3636996100614
2025-04-30,0.0,56.41442206228314
2025-05-31,0.0,57.19199922459024
2025-06-30,0.0,57.83691028970284
2025-07-31,0.0,56.07481242902569
2025-08-31,0.0,56.09384830931528
2025-09-30,0.0,56.018625868745
2025-10-31,0.0,106.78700640412995
2025-11-30,0.0,56.18801036117671
2025-12-31,0.0,57.59989003983827
2026-01-31,0.0,56.56602320229205
2026-02-28,0.0,56.654871498580746
2026-03-31,0.0,57.8949242172244
2026-04-30,0.0,57.32775833450524
2026-05-31,0.0,60.22231956445815
2026-06-30,0.0,56.05571885011305
2026-07-31,0.0,149.0874451144013
2026-08-31,0.0,56.09155626756783
2026-09-30,0.0,65.57063901792985
2026-10-31,0.0,56.00311981606715
2026-11-30,0.0,56.07896870125867
2026-12-31,0.0,56.20255522704405
2027-01-31,0.0,56.07503612925565
2027-02-28,0.0,56.072996416233444
2027-03-31,0.0,56.04711150358554
2027-04-30,0.0,56.17609464880972
2027-05-31,0.0,56.06721983510225
2027-06-30,0.0,56.07727163509335
2027-07-31,0.0,56.88515855402554
2027-08-31,0.0,56.002313473438896
2027-09-30,0.0,56.21389540501914
2027-10-31,0.0,56.01160417494591
2027-11-30,0.0,56.6916000610213
2027-12-31,0.0,166.9176911207386
2028-01-31,0.0,56.2623997703491
2028-02-29,0.0,56.046408874148106
2028-03-31,0.0,56.04700921139663
2028-04-30,0.0,56.53681224370234
2028-05-31,0.0,56.03599809571016
2028-06-30,0.0,177.2811007351745
2028-07-31,0.0,56.05567035332935
2028-08-31,0.0,56.005992039294405
2028-09-30,0.0,57.318762589377215
2028-10-31,0.0,56.33723219611234
2028-11-30,0.0,57.00824349019786
2028-12-31,0.0,56.00137482902306
