indice,A,B,C,D,E
2019-04-30,130.9608987402788,150.0,187.99514370124228,160.61853867823538,624.8064046026893
2019-05-31,131.37402852835058,174.0,209.56949791036052,162.37123663926783,623.0742520291125
2019-06-30,133.50046799333614,168.0,208.4627023533691,163.32017528807108,623.9211469136696
2019-07-31,132.8789190769586,177.0,219.46510596622676,161.73907465635799,200.3368477995173
2019-08-31,132.16203867286464,159.0,208.59598002519206,161.04528907716883,200.82546750081377
2019-09-30,134.66912821148975,165.0,216.9209562878542,160.64945828126454,201.14204772145692
2019-10-31,134.6938212732603,150.0,206.659605068692,161.81807308519333,201.46478912910027
2019-11-30,132.4594648058357,174.0,242.5487669598885,163.52637053564032,201.74649316049644
2019-12-31,134.7615222944196,168.0,234.81467237324097,162.06845156810164,201.82187036145234
2020-01-31,134.27014481234008,177.0,240.34958931445624,161.26780710002677,202.37995292159925
2020-02-29,133.7236983499316,159.0,241.95098049680706,163.3425003901867,202.4693582352869
2020-03-31,133.9701970634696,165.0,228.77506271850086,161.76919462657062,202.91765849020933
2020-04-30,134.2731629211784,150.0,234.8254198299387,161.8248264871137,203.23411865662945
2020-05-31,133.90429413869168,174.0,254.93133958760268,161.52895578292308,203.3381418648174
2020-06-30,134.11895980543724,168.0,279.20192230525504,163.25056015830162,203.75165305654164
2020-07-31,133.62647903659567,177.0,248.88432028931834,160.53964006045805,204.12721825792886
2020-08-31,132.74701634135877,159.0,285.7037702068492,162.1180994770497,204.44892700458982
2020-09-30,133.32292981708378,165.0,282.9957022500995,161.9580867839938,204.50428791314687
2020-10-31,133.94618242813792,150.0,298.80556044612507,163.5694545293235,205.02187249958016
2020-11-30,133.309549252677,174.0,303.2551616084635,162.36474832136426,205.2151877515003
2020-12-31,132.26666634635,168.0,286.06708774164747,160.6917441225602,205.52575832366216
2021-01-31,132.814905930302,177.0,299.49571153565364,163.09222468918838,205.92507461571267
2021-02-28,132.62920612706495,159.0,322.91636569680827,161.18950975808963,206.06433546571358
2021-03-31,131.43832014121722,165.0,289.91816655088445,161.4601976999243,206.3320602102241
2021-04-30,133.92376756338268,150.0,309.30672866520024,161.83982951554714,206.70321054100037
2021-05-31,132.39352713145766,174.0,336.8084869507593,163.47596897849562,207.0806695662802
2021-06-30,134.07169789179292,168.0,343.61635929685,161.15986802469433,207.34594081185898
2021-07-31,132.53827620016807,177.0,313.2746577892193,160.5151681701439,207.6203198819671
2021-08-31,134.77539029355785,159.0,334.4078016770232,163.39726677452404,207.92911670010892
2021-09-30,132.8828629427998,165.0,355.3773437225363,163.38814326263739,208.3907703341401
2021-10-31,130.78664591891425,150.0,358.05613316417964,161.89038037100167,208.42951977888538
2021-11-30,133.7837019112642,174.0,336.9631594406676,162.51395676909095,208.90825578300698
2021-12-31,134.29586336400894,168.0,387.3577051955442,163.59717541856713,209.22787780987056
2022-01-31,130.43187500156205,177.0,373.1955686823995,160.02490047503454,209.4859682904913
2022-02-28,134.21802137425732,159.0,384.3919841878406,160.25277018377784,209.75374404991672
2022-03-31,134.36845967128258,165.0,375.68152366990927,161.29627011536942,210.1813654091484
2022-04-30,131.47752119095827,150.0,365.36970256472216,163.37274212905876,210.38187926283075
2022-05-31,135.61599621746714,174.0,413.9226002642146,162.6236184062926,210.52461586559485
2022-06-30,134.03399563418472,168.0,393.04201116764693,161.1295550934825,211.09810655419642
2022-07-31,132.76446394982386,177.0,395.3178052221314,161.5507414032579,211.29406235475275
2022-08-31,132.3229065672593,159.0,450.1223281222831,161.61610975655353,211.60832026113147
2022-09-30,132.5992046281978,165.0,422.59488208309097,162.38242462617762,211.890759608748
2022-10-31,134.2360705353983,150.0,419.34883943941156,162.71075110623937,212.2430253874777
2022-11-30,134.0960236714073,174.0,427.7263945294666,162.78372703125237,212.388272014043
2022-12-31,134.20669184135215,168.0,461.71804848716243,160.9380321410811,212.80951662095327
2023-01-31,132.9186331916633,177.0,446.68735686364573,161.71946615016887,213.03712445606513
2023-02-28,133.28395233118246,159.0,503.83403790352827,161.58830584632972,213.40397661948052
2023-03-31,135.2449975370878,165.0,485.9180107622154,163.38803216786224,213.67940819074587
2023-04-30,131.95187963802502,150.0,513.4101009257566,160.74511032426472,213.87168059660235
2023-05-31,131.87568128956227,174.0,470.26792211692947,162.49505590534756,214.31749453209346
2023-06-30,134.4213133719934,168.0,520.9490053072182,160.28907041405682,214.60043205138834
2023-07-31,132.42061553928406,177.0,553.8902411774963,162.0158376374575,214.73130825945384
2023-08-31,131.72528452009496,159.0,494.7391217823049,163.0035603106054,215.2014752283799
2023-09-30,134.98382464933056,165.0,538.9935245431257,163.54597804596463,215.40408857789444
2023-10-31,132.9536092684223,150.0,546.0907411740307,161.18364698261823,215.73157088543886
2023-11-30,132.49708394532138,174.0,584.9019315949785,162.67592126116085,216.1427309069872
2023-12-31,135.44155933032135,168.0,555.495305654369,163.70961070611355,216.3549753034467
2024-01-31,132.85964031916478,177.0,568.5409668381432,160.12162761680563,216.6380905962958
2024-02-29,133.63740990342046,159.0,569.6769670666556,163.70104842937553,217.05034246515928
2024-03-31,134.95076756485,165.0,586.4202669093131,161.00818248326132,217.31254767600933
2024-04-30,132.45365374058352,150.0,619.2290413816374,163.0574850144621,217.50398752028505
2024-05-31,134.09063502607955,174.0,629.7929433799169,160.87639228415043,217.88675060487492
2024-06-30,133.38719791348586,168.0,635.6086166755707,162.8379493921871,218.23062405451788
2024-07-31,132.8454488608284,177.0,698.5322406266885,160.8451066192951,218.443401069482
2024-08-31,132.1298123282855,159.0,683.1693605415641,161.992784446932,218.79397975016494
2024-09-30,131.43549158470825,165.0,667.2200953355147,161.37275314244374,219.13363706569854
2024-10-31,132.89427999617453,150.0,670.2151601022555,162.7760988387933,219.45375094407632
2024-11-30,132.81418908167942,174.0,663.504934093217,163.75476364879455,219.57907344919238
2024-12-31,132.2012351402229,168.0,685.4189483863922,160.9181095381053,220.01429613756883
2025-01-31,133.24306857280808,177.0,685.2984816804831,163.3547595103166,220.34905435426901
2025-02-28,133.342575757937,159.0,804.2011815506024,163.8630713540148,220.69195254530368
2025-03-31,133.16008587936622,165.0,718.9466925052963,163.7840043983135,220.93760114346244
2025-04-30,132.98065788445612,150.0,775.4976863634373,163.98724156893294,221.08330219814368
2025-05-31,132.78500671336155,174.0,776.1528563981833,160.9541001233436,221.5806166803996
2025-06-30,131.5435310731277,168.0,814.6679889003955,161.9268278262051,221.6733315897663
2025-07-31,132.26482392465124,177.0,865.1131144074053,162.23136636070225,221.95723998420425
2025-08-31,132.41672496396558,159.0,800.3909689629924,162.59880138430836,222.2592305488097
2025-09-30,133.55521355553415,165.0,861.4655311306707,161.99916989625905,222.59982227684876
2025-10-31,133.42556815893894,150.0,900.0929310256776,162.9061453606891,222.90161191790997
2025-11-30,132.11019959842557,174.0,865.8843745322176,161.5777433460873,223.30713318223223
2025-12-31,133.7626947364379,168.0,906.2060290855619,162.5730265200167,223.4575499268081
2026-01-31,135.86753020505645,177.0,978.0836752395022,160.590845623962,223.86176117894163
2026-02-28,132.90603066422227,159.0,920.7123952441714,163.74594306232896,224.22156804831124
2026-03-31,133.66197210740745,165.0,972.9922832486061,161.14186353187173,224.391618669093
2026-04-30,135.87957049839966,150.0,924.9357289990179,161.58652728465302,224.85516789993724
2026-05-31,133.4346925671207,174.0,1011.4876587326047,160.4088991216073,225.0265915506326
2026-06-30,133.52760632652817,168.0,1013.0133291247084,161.07983427825613,225.35877126151988
2026-07-31,135.5009200766289,177.0,968.6432152850423,160.1455110447304,225.660259206373
2026-08-31,132.94518032251224,159.0,1020.9388056453023,161.8533562434987,225.98694059905293
2026-09-30,133.5554195615524,165.0,1017.0439091031155,162.6260799908558,226.2176856275893
2026-10-31,134.54686580726445,150.0,1047.3513040300215,160.77161796739796,226.5857680404846
2026-11-30,133.22382942862885,174.0,1056.3312964039437,163.64106680081593,226.85831723468132
2026-12-31,133.17129896494967,168.0,1171.2949714356937,161.41115433203754,227.1240988032525
2027-01-31,132.99078086133568,177.0,1194.14995762722,162.9679079056341,227.51722100089702
2027-02-28,133.526539491388,159.0,1143.183574094042,160.4934078330486,227.7033526863596
2027-03-31,133.8822467848028,165.0,1215.7363329560947,163.1426412614474,227.98842934849577
2027-04-30,133.41345780301776,150.0,1224.7849490909102,160.75856697541232,228.37435638872637
2027-05-31,134.02308072812295,174.0,1333.9987741875284,163.39153282466373,228.59252135350403
2027-06-30,134.6024452042392,168.0,1271.8021987565398,160.51272894426543,228.9995802165637
2027-07-31,134.9643980159249,177.0,1388.304728344517,161.11675085233952,229.12633692184585
2027-08-31,134.7541673354625,159.0,1343.7659152863935,161.58498803747563,229.4301917678011
2027-09-30,135.53905025265797,165.0,1317.2350780303957,161.47857590047718,229.98566775773756
2027-10-31,135.25589803060436,150.0,1318.0498786097237,161.14493935441945,230.21290748398866
2027-11-30,133.2263455282162,174.0,1412.2931682898982,163.23751080862573,230.45365393272877
2027-12-31,135.54900790025638,168.0,1489.4597974696817,163.53679724774497,230.8095520100982
2028-01-31,134.17715339276677,177.0,1418.8889550962308,161.5019417815134,231.19255482264745
2028-02-29,134.75621045143913,159.0,1457.248933070659,161.62894150179216,231.2572701829335
2028-03-31,134.1572679262605,165.0,1615.7899226162797,160.3674682462746,231.70957499602773
2028-04-30,131.9662579196036,150.0,1551.725125432785,162.56592553543317,231.95076836447035
2028-05-31,133.76556768090776,174.0,1603.3782396279803,162.10563746408465,232.35161183895173
2028-06-30,133.40725051005944,168.0,1572.7589707591103,162.6913510232824,232.54852606331684
2028-07-31,132.76065091547798,177.0,1521.4168187156756,160.8174572431409,232.8865564045353
2028-08-31,132.0673125540529,159.0,1616.6624349566682,163.66632510073433,233.14664703445027
2028-09-30,132.78610666945036,165.0,1611.780765085568,162.01590154358598,233.5160155807573
2028-10-31,133.4289823412847,150.0,1718.7295131449064,160.05833014512058,233.723648286882
2028-11-30,132.30722905228015,174.0,1677.632756062554,161.71929502875224,234.05099471062024
2028-12-31,131.55001379165068,168.0,1748.4035778536347,160.5691001752737,234.49166309111754
