,A,B,C,D
2018-06-30,152.78163115538462,195.08907196395498,517.2748671639262,39.693120988736496
2018-07-31,161.47814061753883,195.10253103864568,535.0734339922383,53.258689770551854
2018-08-31,150.6968511567432,193.57259727181,553.2721150563079,57.006397714154396
2018-09-30,151.97870462039043,194.40371332728205,571.8709530833653,55.358373174382905
2018-10-31,159.70065279127928,197.82244786329247,590.8699908006406,61.44364995546688
2018-11-30,167.38043158514054,194.02664434335952,610.2692576943505,60.420976123130416
2018-12-31,155.02893548100863,196.10396515637427,630.0687302866603,47.81762562474232
2019-01-31,153.83837544985397,195.70505101183838,650.2683718587222,60.710684707798976
2019-02-28,153.29660598685695,194.40502591318494,670.8681456916885,67.26347085227067
2019-03-31,158.8271832711929,193.69452803254342,691.8680150667113,63.35207129168546
2019-04-30,160.9921093082359,194.1329409791644,713.267943264943,67.2968852251992
2019-05-31,153.05498584510295,195.94997023626365,735.0678935675356,67.30080033881015
2019-06-30,158.91160914270014,195.06086339476965,757.2678292556413,54.25870152058709
2019-07-31,158.80425867314952,193.87910343906918,779.8677136104124,67.33569686896571
2019-08-31,154.25556753366183,194.14572297271425,802.8675099130011,75.46719148087176
2019-09-30,158.5157376460958,194.92487879155522,826.2671814445594,71.1382826516293
2019-10-31,152.0504252541665,194.98844666749187,850.0667752794126,75.05136206172224
2019-11-30,151.11847459522647,194.0284507798935,874.2666736645776,73.0985202875328
2019-12-31,152.24029228729682,193.9943572644874,898.8673426402444,62.363057267840496
2020-01-31,150.88827710543643,197.99523322963108,923.8692482466025,74.68456615800973
2020-02-29,150.62678780743562,193.98618965240266,949.2728565238418,82.78852543731688
2020-03-31,158.22402396611415,196.05764181635672,975.0786335121522,81.32122948669215
2020-04-30,150.93427859110994,195.9125562847317,1001.2870452517237,85.65907865435688
2020-05-31,153.90108497449052,194.0721800138945,1027.8985577827457,82.73344838126349
2020-06-30,151.3027160362161,193.95314957936284,1054.9136371454083,69.09650052388503
2020-07-31,150.6697879483171,194.06962236947973,1082.3327493799015,84.63062091132811
2020-08-31,151.6551700784632,195.85363744541476,1110.1563605264148,91.02324474064903
2020-09-30,152.60367787532095,195.20319752810767,1138.3754455354797,90.6501730200471
2020-10-31,158.2972804624942,193.79468103251412,1166.9430149989914,93.46753053044426
2020-11-30,154.21076311365556,194.19445859247855,1195.8025884191868,95.57743360243086
2020-12-31,151.70171048426087,194.87814727953125,1225.045883665712,77.80917668508873
2021-01-31,158.9859847519549,194.97977690870232,1255.3574120778487,93.50246400984469
2021-02-28,151.49369063119082,194.081670930776,1285.1750447670215,101.93302000845935
2021-03-31,155.97262892088173,193.96074372053397,1315.97764236747,99.17950745522833
2021-04-30,154.27003401087117,198.00484618636384,1346.738914932654,102.75233710276676
2021-05-31,152.46842203748304,193.97997671762,1378.4400806636509,103.50622040286689
2021-06-30,151.79879448485522,196.11276545926077,1409.6960776209305,87.34021626056474
2021-07-31,161.32742423269562,195.70989724730057,212.32312553437103,103.37995440727339
2021-08-31,150.62005767448704,194.39544278489015,214.76323695035958,114.40271230297893
2021-09-30,153.8382374919478,193.70106712627438,213.12841266675605,110.05594479867715
2021-10-31,152.16026210918693,194.13437049810088,215.9521088357049,112.57540255850482
2021-11-30,153.76643760363075,195.93278499113575,213.98778247259384,111.48118998527279
2021-12-31,150.85955954307528,195.12903122580485,210.11629401707177,96.94825901020866
2022-01-31,153.5485244403176,193.7851028023908,211.71395310125354,114.87085879424538
2022-02-28,152.7247539488981,194.09151812925268,212.34542634637128,124.17697893847271
2022-03-31,154.63141952686172,195.08907196395498,212.92796426310971,119.9568861127527
2022-04-30,161.9730457198828,195.10253103864568,214.64104681654464,125.11518894776873
2022-05-31,154.62119822876818,193.57259727181,213.41525061854563,121.42088159701372
2022-06-30,152.43541456522348,194.40371332728205,210.9473428389066,104.36027038088223
2022-07-31,150.32555127669036,197.82244786329247,210.82166835308158,125.86183149354932
2022-08-31,152.29680136114442,194.02664434335952,213.11632193844864,134.20487145931472
2022-09-30,156.32297730265526,196.10396515637427,209.96860154498796,132.5630937333384
2022-10-31,157.39465129146083,195.70505101183835,211.00992253531294,138.2179896967246
2022-11-30,153.8437441728739,194.40502591318494,213.99477702910752,132.82871448854164
2022-12-31,152.7605635838827,193.69452803254342,208.00417932774582,114.10053578496856
2023-01-31,150.29436135599144,194.13294097916446,213.9967764241701,136.1397273657947
2023-02-28,150.9875546702975,195.94997023626345,214.0018317271578,146.27306422677347
2023-03-31,153.37851627986197,195.06086339477034,215.9995614485384,144.62448982952745
2023-04-30,159.2323925387833,193.87910343906762,215.99980163325492,147.92858808748758
2023-05-31,152.47974329311026,194.14572297271533,208.9990639278543,144.72342286737884
2023-06-30,158.71898845844228,194.92487879155718,209.0059567813948,127.40767645602243
2023-07-31,157.1909239117949,194.98844666748764,212.97709421003026,147.36249214444638
2023-08-31,154.98678673323602,194.02845077989585,213.08387271999794,159.1101128962752
2023-09-30,161.07427454508024,193.99435726449187,214.80087135368507,155.75205999467852
2023-10-31,154.61700045008348,197.99523322960758,214.26618245546797,159.28705595910654
2023-11-30,150.2612890298004,193.98618965249426,213.80194601931862,155.0830823490941
2023-12-31,169.356161290994,196.05764181613958,215.0824934154358,139.05850392535908
2024-01-31,153.58802135387697,195.91255628499638,211.9774506797394,159.5617071735364
2024-02-29,153.90790586821328,194.07218001382927,213.00774542210047,172.71281698772856
2024-03-31,152.58243252075314,193.9531495788236,215.9953381446713,169.02757695322256
2024-04-30,150.820033977101,194.0696223718767,208.0036398145493,171.82898658706569
2024-05-31,150.64352386076007,195.8536374399056,212.99777231042032,168.40835411447782
2024-06-30,151.0001348335129,195.20319753337748,213.00087623058369,149.64898796232708
2024-07-31,151.07316571921254,193.79468103858937,208.99838939709093,172.8254080375431
2024-08-31,151.85613239773298,194.19445857355024,212.00932880123705,187.61335893954637
2024-09-30,156.1371827321413,194.87814728355684,210.95927541415165,183.44414080278563
2024-10-31,158.42856613552001,194.97977693716294,213.15844900284935,184.13616337659073
2024-11-30,168.61928380867275,194.08167090063787,210.61530751613765,182.29402668370733
2024-12-31,150.18463788956106,193.96074370996752,211.5332382051225,163.55718762553718
2025-01-31,150.12310427906368,198.0048462984539,213.52546651517824,186.09553566675552
2025-02-28,152.2889085801687,193.9799762590346,212.400518954986,201.8643803703426
2025-03-31,158.16294672840868,196.1127672218761,212.54224331815348,198.35856112049862
2025-04-30,153.79049816912698,195.70989305497582,213.39920692581094,198.06005698683876
2025-05-31,152.40192697190304,194.39544799985987,213.12334404108398,193.93833221383176
2025-06-30,159.18156937787862,193.70106530864086,212.23110820837007,179.4343998299427
2025-07-31,152.19006369303693,194.13436221653077,211.83008279238445,199.25374974393503
2025-08-31,152.82435662405874,195.93282364964927,212.55613613821754,216.98836357671644
2025-09-30,151.44087713258511,195.12888272748896,213.15827651246096,212.3518589478792
2025-10-31,152.33851555293973,193.78532776266047,212.9490458556073,213.7699005375591
2025-11-30,152.18057773165907,194.09157209370264,213.01258868146567,208.75663160382936
2025-12-31,150.76869890124277,195.08873230919485,210.99763645363902,192.76724679990963
2026-01-31,158.94200261138306,195.10243830620465,215.0001910161043,213.27080846792825
2026-02-28,150.8093357848541,193.57339711348436,213.99953716198087,234.39861948164074
2026-03-31,155.60040900091062,194.40262428652525,210.0012616927282,227.9154716136021
2026-04-30,151.37166578434827,197.82415912075174,209.9982886091594,230.59586428136714
2026-05-31,152.3612358085057,194.02192946950382,209.0006809251466,223.8319751756704
2026-06-30,151.7948854955249,196.06887476411444,215.00544270875582,206.5535576232338
2026-07-31,150.82267571529715,195.8855279401302,211.9706692813258,228.51191011624772
2026-08-31,150.24379486818077,194.09054039939645,214.11747757647845,253.5452454293098
2026-09-30,150.9353329286265,193.95925209136487,213.7193009348859,244.79276200919315
2026-10-31,156.05349553776287,194.01246104723563,211.35413426222047,245.58737799769503
2026-11-30,156.47247079252605,196.00239136266237,210.8420783038693,240.98979741559162
2026-12-31,149.9776596672085,194.9851632373667,212.80415249789695,221.57178254580293
2027-01-31,157.1338790837359,193.99276752382048,210.3921653088454,247.19571106784278
2027-02-28,154.09311336498607,194.08333451431076,209.6931658297765,269.03581761657694
2027-03-31,158.95667634141768,194.8594208563772,214.12751682576464,260.7812532325975
2027-04-30,153.677753635127,195.11312153266147,210.96903753978734,261.84999115679466
2027-05-31,152.65267022836912,193.9464996251173,212.0023880896305,258.0016693176739
2027-06-30,150.93517626782577,194.02453313213715,208.0161452734469,240.70622079366169
2027-07-31,150.89516772904153,197.98263717180728,209.93643329940616,263.53126170123755
2027-08-31,154.70479681869872,194.00735612592035,213.15178530318985,285.40897723766767
2027-09-30,152.19177068536345,196.023063353361,211.79702235620508,280.2533232765513
2027-10-31,150.31105009001854,195.8780499673094,210.1488754199715,280.7533519956419
2027-11-30,153.47631880421085,194.30318968808018,211.94495970405012,274.81875721896125
2027-12-31,153.37910424565868,193.5898118058582,212.00212283915843,256.4613449859632
2028-01-31,172.18015332976267,194.31285182616838,213.02063461615762,279.36701816152777
2028-02-29,150.1130638502397,195.84418302704842,215.93491008660556,306.5144877028138
2028-03-31,152.0180868102316,195.13661842007048,212.2313228470918,301.76906677141636
2028-04-30,158.17615393094727,193.8086688172372,214.4507806802352,300.60689700691324
2028-05-31,154.44660182983728,194.08208533920117,214.7352148306938,293.2045804429034
2028-06-30,150.42845688127255,195.0686988042287,211.4513799609478,271.72679167550353
2028-07-31,153.45451666418748,195.10463529328842,208.23005985544893,300.4703628375844
2028-08-31,153.85887207034483,193.61228024842922,210.9374577832542,329.71320497119257
2028-09-30,155.66236596096923,194.3590565560204,213.01752021498734,323.12026529254103
2028-10-31,151.85918866443828,197.84665982779052,214.9949456866761,320.6832163642505
2028-11-30,150.18904694483106,194.03484460820926,211.00129389185463,313.0918908235552
2028-12-31,152.84578909071783,195.99540070852157,213.999809742259,290.14900621436743
2029-01-31,154.36286289523736,194.8568273384654,352.96769075782316,121.71248375041503
2029-02-28,153.74200164661718,194.82150878391872,384.6910642185813,118.76578981775211
2029-03-31,154.166907340551,195.0050244615897,370.77451169937194,116.22797404869999
2029-04-30,154.08470984359406,194.787727231966,361.43396335042166,126.20214858170365
2029-05-31,154.16737831333694,194.91215015778968,332.7286527245802,117.97040163071027
2029-06-30,153.84288367691542,194.81254904895718,337.2898599161184,121.34622524085373
2029-07-31,154.15725276297587,194.85068522908443,358.94380517374265,115.41650985310292
2029-08-31,154.55152577033755,194.85265318623271,367.2916480153631,128.94748548728865
2029-09-30,154.22204933987615,194.91760103760475,358.5864129679891,118.20809234270308
2029-10-31,154.09915587413724,194.9058382161453,373.51288564092584,123.56326641049807
2029-11-30,154.05123680466937,194.92623155718655,381.3420155452367,123.90000415734875
2029-12-31,154.49081721618438,194.81590228788258,354.8382069527118,123.31598310425494
2030-01-31,154.18605281462712,194.89277053149078,357.06268046031835,127.00293011066906
2030-02-28,154.56255219547074,194.86214613696202,358.70344514407077,127.5016506784248
2030-03-31,154.3098087243775,194.87867909913055,359.39734342199927,116.6511364212397
2030-04-30,154.20935152415728,194.94366612917503,365.4517151169014,118.19626638994788
2030-05-31,154.134812453011,194.80867107592272,367.7941201785728,124.0944657510561
2030-06-30,154.0530669992302,194.92418741776277,350.80412687265846,121.27929126835438
2030-07-31,154.22900243724277,194.8072876606369,353.34270517469247,130.5977149018995
2030-08-31,154.2425196261109,194.88375570903418,356.98960813715144,124.20002577109815
2030-09-30,154.11599215699107,194.86895225798511,367.7887421638666,115.08875114209624
2030-10-31,154.12277107138004,194.80691035693454,362.490233974503,118.23984251865332
2030-11-30,154.04572272134192,194.84434642226034,355.92695833425086,115.99938032123511
2030-12-31,154.5617272459339,194.8365328395592,369.93806327417093,121.21319487985318
2031-01-31,154.0668142748896,194.88982314435245,349.7138743213341,114.92638153633797
2031-02-28,154.27695922996458,194.80170705142825,395.6250121642211,132.79743548733484
2031-03-31,154.2530427872941,194.81465815067315,350.54744867996885,122.75185819102857
2031-04-30,154.13335254794154,194.8526435406934,350.27105986185325,120.87583576248676
2031-05-31,154.18720521044946,194.84579449018267,379.978202617722,113.8772867099348
2031-06-30,154.06669724684753,194.79683729594754,377.9296891361708,115.74715261733297
2031-07-31,154.48272615426833,194.862181310025,359.0773528980476,131.506988372293
2031-08-31,154.1110065404244,194.89919289356078,376.5299534416909,123.41916130852982
2031-09-30,154.4610131053508,194.79980350884142,370.6031387292412,122.71777817566823
2031-10-31,153.97503172639915,194.86995212646912,347.2747034622362,119.77867887482876
2031-11-30,154.20602121720202,194.8222658379109,358.64795234935275,123.18351671242348
2031-12-31,154.2991316999733,194.83658075310876,363.7568678117134,120.88694364995024
2032-01-31,154.24761923443435,194.75698943818566,347.27459233511127,125.45184014717259
2032-02-29,154.55984101668025,194.77933986795128,353.4220283976768,124.27170515064293
2032-03-31,154.27314177119388,194.85539872888447,338.9898795303401,120.4835147370082
2032-04-30,154.02394592693582,194.92315053788275,362.7657682163982,117.74896988496076
2032-05-31,153.91631820581108,194.83811949716042,383.94789802362857,123.05575772335817
2032-06-30,154.2799925548573,194.82541843142914,360.9497516692535,122.85539338635914
2032-07-31,154.33216759060912,194.765806189153,364.99503299806474,115.92071916626665
2032-08-31,154.32660804826963,194.8876042760965,346.75073763821257,120.33862840360332
2032-09-30,154.0004113941951,194.86948173438398,358.6794258228003,116.12447441004488
2032-10-31,154.068173018128,194.85880836381804,352.30776505082383,120.00588522380538
2032-11-30,154.08518582044587,194.898384010771,349.4716921799592,115.46022699926523
2032-12-31,154.2521767885242,194.9390314095494,356.9933625665311,115.26960227288481
2033-01-31,154.0611597112767,194.88943296540776,380.87061990696213,124.10557439193441
2033-02-28,154.44649034476262,194.75067478040637,368.18232536447783,128.27370637709748
2033-03-31,154.2546437989567,194.95098765661248,376.4923100572785,122.87162074626158
2033-04-30,153.92514181383453,194.97009999533105,354.17735606482916,117.8468347042494
2033-05-31,154.0232611765394,194.77983251186433,336.73838953189716,122.63972685443531
2033-06-30,154.17339651249034,194.803609217634,385.97408299883216,123.06122242635186
2033-07-31,154.1776204062598,194.8588870432602,363.42299765597386,118.31604067538709
2033-08-31,154.1100155480377,194.82579493730384,358.00362023956046,119.40125447849441
2033-09-30,154.12235137779055,194.84243314864085,374.1201834908131,122.65418025205668
2033-10-31,154.48986130032858,194.81068127226064,375.2010588427612,122.0699700808058
2033-11-30,154.15395119055933,194.90125096779497,368.5422303671544,121.89074055954885
2033-12-31,154.32789869594487,194.89302295255595,358.521435754044,125.65215950352125
2034-01-31,154.3852559017399,194.7467531805345,386.16572784539323,121.77586745394916
2034-02-28,154.13897018751908,194.8919847387869,371.12906538530433,119.0927677820171
2034-03-31,154.2309627513166,194.9218733543825,363.6649247644099,130.47517937670173
2034-04-30,154.26494553046314,194.78334602376256,358.3798017472841,133.25202933165923
2034-05-31,154.25497688097414,194.82801457126436,374.23227074175304,122.89045618671489
2034-06-30,154.2701557718848,194.74818918236636,360.1656601997925,128.89790133426862
2034-07-31,154.14872532646643,194.89314628847762,386.240793849339,127.48714568169588
2034-08-31,154.0491057868579,194.8395371952942,359.6347245659506,115.9939571040401
2034-09-30,154.11830723894178,194.9166366486875,377.5063604099008,127.01752106298065
2034-10-31,154.0527315827407,194.8992263364787,367.7825614284443,119.70844183733078
2034-11-30,153.98658622266692,194.8289409221151,342.7816136001029,114.72578788860146
2034-12-31,154.1745243546397,194.8535208113924,363.1206765578854,120.66285441845267
2035-01-31,154.2521492870315,194.84143574124022,367.76791127411764,122.52774426798398
2035-02-28,154.25915389626542,194.82771191762052,373.69984935093316,121.12373277620146
2035-03-31,154.2367291276417,194.84736233740142,377.29883129168843,127.12815843792396
2035-04-30,154.06548500762204,194.93164440556131,356.3443937733633,120.58203248813905
2035-05-31,154.18760933233767,194.86699193231672,342.2480250696729,118.56057894404191
2035-06-30,154.45860296409506,194.95092064406748,359.9215416988612,129.69966857796175
2035-07-31,154.42525788798594,194.85881934674347,346.5928262188585,118.54889794116156
2035-08-31,154.25132152031165,194.79698231891376,368.4722065519867,120.85465681982416
2035-09-30,154.2051846653397,194.90064658470718,373.88231927740486,127.0560570149521
2035-10-31,153.95848433023843,194.87222724745175,371.61754419079466,128.9059722833642
2035-11-30,154.26193907809332,194.9170329321623,382.9636862193944,127.58899104905701
2035-12-31,153.91959633519556,194.74419556746682,373.47570111047406,122.78735135916412
2036-01-31,154.28818969176265,194.86303960204754,377.19500954788174,121.773461959827
2036-02-29,154.469739938478,194.8796865023914,352.7350611495566,113.14028159613673
2036-03-31,154.41681204979878,194.8825890179174,363.05002580673175,119.26998460518374
2036-04-30,154.43942413275892,194.8945269726517,360.411461634818,126.89204470574973
2036-05-31,153.9587792538903,194.8819367037163,350.06079859848137,124.80729595666628
2036-06-30,153.94089406529588,194.8371358428425,347.63322653879925,119.33309205183033
2036-07-31,154.11317244217375,194.9036847561979,368.0349038782281,122.84305113338084
2036-08-31,154.5644775437482,194.76248147747958,368.3073894671637,118.84998209195916
2036-09-30,153.99384674786728,194.87862530679854,377.32553960367954,114.52263338275971
2036-10-31,154.37644328305302,194.91876101832258,389.95667213835776,116.4258541101725
2036-11-30,154.0612916975188,194.87128663981434,368.0259347661384,115.54428221111546
2036-12-31,154.2920011905132,194.85368577380223,356.5932956922618,118.18491549031748
2037-01-31,153.99718628738088,194.77473230163002,349.51238619710597,121.39656501921004
2037-02-28,154.36458068599052,194.8327301822806,399.8273315079281,120.5402781745194
2037-03-31,154.13665132491286,194.9121970557939,357.5599354776299,122.14385389532706
2037-04-30,154.3741032781477,194.90127115131511,374.25619746787015,117.21588380624885
2037-05-31,154.31730758506882,194.84929540912103,369.85721691106534,127.08752835001802
2037-06-30,154.42287569847738,194.82269005683054,344.35517231173947,125.94985754104985
2037-07-31,154.18109084633036,194.84661793101964,349.85305027472924,127.60265826826426
2037-08-31,154.19108627017818,194.974000805626,362.1932509983853,134.76112850929968
2037-09-30,153.82020630443594,194.8796156231212,373.1274500934743,127.46431031516732
2037-10-31,154.121203008223,194.8932949573563,369.6681735851939,118.71004646313335
2037-11-30,154.13932972428148,194.9262549041768,383.8983816600558,124.32283389139802
2037-12-31,154.19028097855184,194.87144655402838,405.4673039059719,123.59160670722002
2038-01-31,154.6274808794716,194.8080185737905,357.0930865975979,121.08874968870217
2038-02-28,154.50066115190958,194.87725976830444,386.2343334776611,117.7899266740758
2038-03-31,154.1126041963779,194.9736475982564,359.04909064372305,119.0482907049923
2038-04-30,153.9657510624417,194.9080177002511,361.3576830749713,120.20826142100395
2038-05-31,154.14226585934134,194.79252678672583,361.8278650524419,119.28786771096898
2038-06-30,154.01900136949484,194.9810617593436,393.4613415082507,118.32552313881482
2038-07-31,153.89119718715955,194.90649649546143,369.3715265804659,123.2693463045598
2038-08-31,154.28054840199076,194.91354045856968,333.77152284490796,127.16393831516164
2038-09-30,154.31265607724353,194.78418861703008,365.7778622120337,126.11817133502322
2038-10-31,154.03123564235597,194.86994713883897,355.70297861448273,115.26848977067243
2038-11-30,154.12303515752842,194.8189733477525,347.82000916688924,120.10873054182417
2038-12-31,154.22681682887332,194.84644152113708,391.4526061390126,121.52667562788795
2039-01-31,154.24831894470788,194.8234942055176,364.91188150893527,128.60862408883472
2039-02-28,154.21214679375197,194.9615277452752,354.1973305838938,124.58804401803692
2039-03-31,153.89182594761166,194.83601425290863,370.18549363242363,123.29452434318841
2039-04-30,154.28306714750033,194.82771099506144,354.5823964998369,118.66895585385922
2039-05-31,153.95582422541014,194.8433130191641,356.75179668089464,122.55633927493588
2039-06-30,154.59796675190128,194.80231333837048,362.0197230998137,115.33074057024612
2039-07-31,154.0457854649817,194.82480394074759,372.63513616402474,118.41611457992892
2039-08-31,154.20038707892908,194.87978382282444,363.9153652308794,124.04203535912603
2039-09-30,154.0473436286085,194.8673572103142,327.53387615888965,116.60876311705431
2039-10-31,154.32927851152755,194.84394355662727,394.3473326943481,130.3928641340749
2039-11-30,154.1485596925296,194.93009724130218,351.02518191128047,123.04545752338655
2039-12-31,154.18389497313575,194.79359098202633,384.6174264175921,122.9784016441374
2040-01-31,154.27145469086457,194.83467034221272,397.4355462351377,115.8875075690971
2040-02-29,154.0674219342688,194.77058070756902,367.5383298561384,118.75541348349702
2040-03-31,154.0831452017612,194.8349254514433,375.7165394807254,120.0511685360639
2040-04-30,154.34745204859115,194.91350920437276,351.3991692291978,121.21510445683325
2040-05-31,154.56817180230718,194.85682597224934,368.74420557029464,118.39031221482274
2040-06-30,154.1832892017191,194.874154287214,374.65352507287315,121.04541959548304
2040-07-31,154.159650800247,194.8364741256828,378.0361831657741,118.41480545292697
2040-08-31,154.35488651846947,194.78088412711412,354.5798359004755,118.12357677804128
2040-09-30,154.12139929798923,194.76209920022555,362.4467041986862,118.17665127073374
2040-10-31,154.4007266513912,194.79134141116427,355.3875912290581,114.16129310345912
2040-11-30,154.05149575195708,194.91053842046512,379.4999186739276,117.01562750626378
2040-12-31,154.19166466864309,194.81664289934378,372.1945347213816,119.84016228421166
2041-01-31,154.242425908835,194.92277616487814,374.45611757388207,128.67377272797012
2041-02-28,154.12288019573856,194.94801817686084,349.4723934070381,125.56214850834402
2041-03-31,154.7214229121668,194.91841176175853,358.37396567914266,114.77368754789892
2041-04-30,154.32395394024553,194.80765064193398,370.15810964322384,122.81946287712529
2041-05-31,154.29548314825283,194.84256290398451,347.0346533440463,120.99954434648106
2041-06-30,154.35658057923553,194.84846950193776,358.88242928932726,123.23016848951443
2041-07-31,154.11538737090274,194.83047366295838,358.7756404991527,123.75243856795693
2041-08-31,154.43820095371817,194.93763271457294,363.13945081889716,120.62636597156612
2041-09-30,153.8759865511987,194.9092577318625,374.9946310729439,121.17738815178834
2041-10-31,153.77205003319352,194.8537395108915,350.4731410627352,126.81410769002606
2041-11-30,154.03125341692345,194.8500883176534,349.9139331472643,135.34827960409706
2041-12-31,154.341080478773,194.92846986818233,370.54293660475173,116.72524869924831
2042-01-31,154.28856545215922,194.85369655322103,358.00946485694806,116.46523025004025
2042-02-28,154.0718710743772,194.8801172556132,378.16281341664546,118.5101106007462
2042-03-31,154.30533040997972,194.8592695378701,356.55576961523633,117.17817315476297
2042-04-30,154.2399863898281,194.82432589088074,362.56563289162966,121.684192958371
2042-05-31,154.25175447145884,194.87782548998453,351.7062930554387,124.55240503233792
2042-06-30,153.94202778936804,194.93190970821354,360.896708427932,125.20401885937838
2042-07-31,154.4369433101781,194.8342656535673,365.3591943031775,125.54494655424574
2042-08-31,154.08779607159858,194.9124507495752,334.08691144408294,116.15286986885414
2042-09-30,154.0863426207743,194.8614432306491,344.96990241454955,118.28991186305649
2042-10-31,154.17921526899454,194.8156515623842,374.2529362044751,120.48368027823537
2042-11-30,154.2903766359968,194.8644619556666,364.7649735031591,123.6585560648559
2042-12-31,154.1112658121051,194.7984645671224,357.8221258811437,116.68658376278843
2043-01-31,153.75873454630056,194.8935722051632,364.5637420540586,123.76730732422257
2043-02-28,154.08291067361415,194.83131010902753,353.27705562778533,125.16684865253278
2043-03-31,154.10811354710393,194.83385018629076,351.2348753251515,119.46357635685911
2043-04-30,154.21312004349912,194.87704046104568,362.36979331175087,119.97435932145453
2043-05-31,154.09604841286696,194.72742673163918,360.20514247645315,123.21160116053031
2043-06-30,154.11235729761427,194.7580359863749,385.9796896376421,118.40121760932328
2043-07-31,154.007265453005,194.96051498299516,367.25575658657345,117.79203941200247
2043-08-31,154.1189149173945,194.98111017601366,361.60759871760456,117.75436481191001
2043-09-30,154.2293826658689,194.84827924549222,346.59425184904677,118.73088851974643
2043-10-31,154.09010641947012,194.85040139074522,361.9674626720571,117.96449110135805
2043-11-30,154.15442371292133,194.837288656771,375.8709193947982,122.31282415664157
