indice,A,B,C,Target
2020-04-30,222.8389732562383,185,624.108610072817,-396.0492809915004
2020-05-31,223.27952497958188,184,625.5335908311247,-397.0391300939338
2020-06-30,223.6031341989003,185,625.1826066740266,-396.359116650048
2020-07-31,223.93065633600395,182,625.5249608218679,-396.3902977987872
2020-08-31,224.1578681241309,181,624.9171757625579,-395.5608106071612
2020-09-30,224.4290909191865,181,623.7395899034422,-394.11200195298983
2020-10-31,224.8311548875759,183,625.1109650861895,-395.07032404577217
2020-11-30,225.0745161136396,181,626.169021042563,-395.8960078976576
2020-12-31,225.4790584234567,184,624.9739669436848,-394.2799727626191
2021-01-31,225.64146441706237,185,625.6716686843589,-394.80984844221825
2021-02-28,226.0267073713333,184,624.4623098369727,-393.2206667080304
2021-03-31,226.2314024055374,182,624.3414184398753,-392.90600934726103
2021-04-30,226.55388706056493,187,624.8935161894822,-393.1085205120627
2021-05-31,226.81189441823,181,624.8861133005059,-392.8757218510101
2021-06-30,227.0574459616191,187,625.4904874088974,-393.2019328304237
2021-07-31,227.53828671084767,185,625.1451389886892,-392.38649645276314
2021-08-31,227.84630464662084,187,624.216719700112,-391.13930643663656
2021-09-30,227.94290100757945,183,625.1190027994511,-391.96661563903024
2021-10-31,228.4625001893376,181,625.4702760536292,-391.80927883302576
2021-11-30,228.54746627122765,183,625.0045344650728,-391.2475820410037
2021-12-31,228.9938563232651,182,625.3874070751109,-391.189544064769
2022-01-31,229.12809379237052,182,625.0313404668614,-390.69923998741405
2022-02-28,229.42616963010383,185,624.1371146167294,-389.49058916154723
2022-03-31,229.77605413079945,183,625.8149445445212,-390.82940426088027
2022-04-30,230.09676849144307,185,624.8024369883865,-389.48531267186513
2022-05-31,230.5547683034236,183,624.7320363834323,-388.96778192716727
2022-06-30,230.82019887039988,185,626.2373542891834,-390.1967995937052
2022-07-31,231.15012138929063,186,624.5087184421174,-388.1328503791135
2022-08-31,231.2763640263651,188,624.4404528600093,-387.9276468708142
2022-09-30,231.57160612611727,184,624.3734226465031,-387.5868807627768
2022-10-31,231.92413513813784,184,624.0443257079874,-386.9052548122405
2022-11-30,232.28853294733844,183,624.6370773750665,-387.1390582748866
2022-12-31,232.5484450721121,185,625.0784954147684,-387.309694517578
2023-01-31,232.8704000569604,182,623.7672958834011,-385.69288913936384
2023-02-28,233.2578025790556,185,625.204604789091,-386.7264463849571
2023-03-31,233.44107681873652,184,624.5052406871895,-385.84922811084397
2023-04-30,233.83016922937009,181,624.848187147162,-385.8195208865261
2023-05-31,233.9359693005491,182,625.5902835336759,-386.45030754605
2023-06-30,234.3164863512852,183,624.5895832175082,-385.0636107133816
2023-07-31,234.69250920702268,183,624.7290973455723,-384.8271019857082
2023-08-31,234.87618322981,183,626.7220185878167,-386.6363492051653
2023-09-30,235.1858441325015,183,624.1310252046723,-383.7356949193293
2023-10-31,235.4097998859376,184,625.3158135571615,-384.6910779136149
2023-11-30,235.8197717452623,181,625.4753967545768,-384.4571279780487
2023-12-31,236.0968392512539,180,624.987704937245,-383.69790883510086
2024-01-31,236.45644250165287,183,625.1354187425176,-383.4694900880233
2024-02-29,236.84871454800404,180,626.5292009521373,-384.4875295532431
2024-03-31,237.13801136636064,184,624.4961641035472,-382.1432169795776
2024-04-30,237.3082715247325,183,625.4573763391786,-382.9396186616047
2024-05-31,237.71123779484407,185,625.3647934630917,-382.4331998431693
2024-06-30,237.98917613639577,186,624.6120894383249,-381.3971666282159
2024-07-31,238.1554098989797,183,624.0366230554249,-380.6717270036038
2024-08-31,238.53293805819703,181,626.0251986716643,-382.29376358220145
2024-09-30,238.86193110355484,182,625.4925685881323,-381.4266307975006
2024-10-31,239.01375015924123,182,624.8179866216622,-380.60022977534413
2024-11-30,239.46219939640304,186,625.870328969494,-381.1823828993778
2024-12-31,239.8384782292348,184,624.8899346806925,-379.8365206938487
2025-01-31,239.9016084816165,182,623.6514161985231,-378.54580102982976
2025-02-28,240.3977560193161,182,625.1431505716814,-379.5413878652885
2025-03-31,240.57209754862987,185,625.6791995988724,-379.8867462251642
2025-04-30,241.0234990976041,182,623.8192456861461,-377.59173990146525
2025-05-31,241.1783657654606,185,625.5808619547948,-379.18214036425593
2025-06-30,241.61184312417828,185,625.3398089138119,-378.5076099645553
2025-07-31,241.95830744368624,181,624.4819522016699,-377.3251477267178
2025-08-31,242.0350359720169,180,625.3653027714261,-378.1373099485189
2025-09-30,146.22139831273867,185,625.0731357865266,-473.6313816487096
2025-10-31,142.82113345731491,180,625.6182725726335,-477.60418226442835
2025-11-30,139.81221163739798,183,624.9304911445657,-479.90879335432635
2025-12-31,137.32557228248794,187,625.4493231154254,-482.8926422160829
2026-01-31,135.14242196672842,185,624.5593462032173,-484.19656841141057
2026-02-28,133.31821915304084,181,625.8667420840088,-487.35002589970213
2026-03-31,131.94038886450068,180,625.0058123397972,-487.87246662440634
2026-04-30,130.93396702613717,184,625.0478186504189,-488.8989158666727
2026-05-31,130.21966839246292,186,624.6504672941985,-489.2050522280224
2026-06-30,130.13281361929677,182,624.8493667204062,-489.51254641403267
2026-07-31,130.2754675281963,182,625.9595947246817,-490.4801205094086
2026-08-31,130.87412358499947,181,625.7451624299132,-489.6725418136479
2026-09-30,131.9265797422277,183,625.6578269528942,-488.5217610578251
2026-10-31,133.20457739607266,183,626.6398889146096,-488.2258253656955
2026-11-30,135.1473588642326,182,626.1554273404386,-485.80406178912915
2026-12-31,137.2256590484924,181,625.6669822043565,-483.2428261245983
2027-01-31,139.9011795023745,183,627.0480103468963,-481.9373446916803
2027-02-28,142.94312702175517,183,625.2830406458289,-477.13042747123234
2027-03-31,146.3208837212352,182,624.7690178315512,-473.2441274232392
2027-04-30,150.12715318491345,182,626.1127266325391,-470.7815667605488
2027-05-31,154.32164796392271,184,623.888231560825,-464.3516478392933
2027-06-30,158.88821607597856,183,625.2119674153294,-461.1142651865094
2027-07-31,163.90263862679268,187,625.4809376874975,-456.3471904438503
2027-08-31,169.34174267272738,184,624.9949633588374,-450.438284928501
2027-09-30,175.14461435804088,187,625.4985036046526,-445.12278062975713
2027-10-31,181.26318887028168,184,625.4611769687616,-438.9830523408709
2027-11-30,187.82148585569536,188,624.713482296947,-431.65555447842166
2027-12-31,194.87535855901305,183,624.9022486174974,-424.81740390564295
2028-01-31,202.2931080241328,181,626.233965477813,-418.7423604224143
2028-02-29,210.09164417657297,180,625.5582725879341,-410.2736715604709
2028-03-31,218.27676429962253,180,625.6317279573195,-402.1620068068068
2028-04-30,226.94021065648408,184,626.3791918532417,-394.22404543914854
2028-05-31,235.86633963097788,183,625.0632410549969,-383.98741527117755
2028-06-30,245.28706555538,181,624.4155139017038,-373.92995131505796
2028-07-31,255.04451572850255,184,625.7756621403829,-365.5162106542714
2028-08-31,265.24248846408904,183,625.2305504298238,-354.77857581289334
2028-09-30,275.8948492202863,185,623.9168127161706,-342.801607670806
2028-10-31,286.9370914359424,185,626.1684880228836,-334.01104076186283
2028-11-30,298.2235085260144,182,625.8113955481231,-322.38388033503185
2028-12-31,310.13377366754514,184,624.0016101102441,-308.65290068508995
