,A,B,C,D
2018-06-30,151.54505404904359,195.22855057473632,265.3068765213678,23.57278865946823
2018-07-31,153.18574375457266,193.79468103223752,275.882621216126,32.81458157487254
2018-08-31,158.5348574518671,194.19445859245602,286.8836059359253,34.07458545492734
2018-09-30,150.48531996219262,194.87814727964903,298.28446015809976,35.576772762722314
2018-10-31,152.54780832842178,194.97977690869806,310.0851664061884,37.486403345165535
2018-11-30,151.98686852084117,194.41883710111745,309.5242265986078,36.925463537584925
2018-12-31,156.49051796968342,194.0816709307033,322.2857072037305,34.923826361819295
2019-01-31,155.9567840588403,193.54793701986017,321.7519732928874,34.39009245097616
2019-02-28,150.24862131089256,193.96074372057916,334.8860650742648,29.626133941066467
2019-03-31,151.74999574864637,198.00484618635187,347.8862225413307,37.3585978489442
2019-04-30,152.14102385307362,193.97997671762295,361.286162128467,40.64247895542158
2019-05-31,162.85711822677627,196.11276545926017,375.0858663592128,42.39914205326255
2019-06-30,163.21895323265397,196.47460046513788,375.4477013650905,42.76097705914025
2019-07-31,158.33361142501997,195.70989724730035,389.28531775710724,44.281153455617314
2019-08-31,151.97035089788926,194.39544278489066,403.8845088796376,42.295292966413534
2019-09-30,151.63621209422087,193.70106712627393,418.883472420086,33.10517170869552
2019-10-31,155.75075302177297,194.13437049810108,434.28225110568184,43.68716110682601
2019-11-30,153.66473936118848,195.9327849911357,450.0808876636553,48.2518601543884
2019-12-31,154.33442251346202,195.12903122580482,466.27942482123666,47.9690569306827
2020-01-31,150.19731257942942,193.7851028023908,482.8779053056554,51.61080670829144
2020-02-29,150.09014110611363,193.67793132907502,482.7707338323396,51.50363523497565
2020-03-31,153.5423509368126,194.09151812925268,499.87637184414194,50.223365504941995
2020-04-30,153.27701777577457,193.82618496821465,499.6110386831039,49.95803234390396
2020-05-31,152.78163115538462,195.08907196395498,517.2748671639262,39.693120988736496
2020-06-30,161.47814061753883,195.10253103864568,535.0734339922383,53.258689770551854
2020-07-31,150.6968511567432,193.57259727181,553.2721150563079,57.006397714154396
2020-08-31,151.97870462039043,194.40371332728205,571.8709530833653,55.358373174382905
2020-09-30,159.70065279127928,197.82244786329247,590.8699908006406,61.44364995546688
2020-10-31,167.38043158514054,194.02664434335952,610.2692576943505,60.420976123130416
2020-11-30,166.37660182613294,193.02281458435192,609.2654279353429,59.41714636412282
2020-12-31,155.02893548100863,196.10396515637427,630.0687302866603,47.81762562474232
2021-01-31,153.83837544985397,195.70505101183838,650.2683718587222,60.710684707798976
2021-02-28,153.29660598685695,194.40502591318494,670.8681456916885,67.26347085227067
2021-03-31,158.8271832711929,193.69452803254342,691.8680150667113,63.35207129168546
2021-04-30,160.9921093082359,194.1329409791644,713.267943264943,67.2968852251992
2021-05-31,161.09906321280857,194.23989488373707,713.3748971695156,67.40383912977185
2021-06-30,153.05498584510295,195.94997023626365,735.0678935675356,67.30080033881015
2021-07-31,152.76933766651428,195.66432205767498,734.782245388947,67.01515216022146
2021-08-31,158.91160914270014,195.06086339476965,757.2678292556413,54.25870152058709
2021-09-30,158.80425867314952,193.87910343906918,779.8677136104124,67.33569686896571
2021-10-31,154.25556753366183,194.14572297271425,802.8675099130011,75.46719148087176
2021-11-30,158.5157376460958,194.92487879155522,826.2671814445594,71.1382826516293
2021-12-31,152.0504252541665,194.98844666749187,850.0667752794126,75.05136206172224
2022-01-31,152.15093222245815,195.08895363578353,850.1672822477043,75.1518690300139
2022-02-28,151.11847459522647,194.0284507798935,874.2666736645776,73.0985202875328
2022-03-31,151.23091441160946,194.14089059627648,874.3791134809607,73.21096010391578
2022-04-30,152.24029228729682,193.9943572644874,898.8673426402444,62.363057267840496
2022-05-31,150.88827710543643,197.99523322963108,923.8692482466025,74.68456615800973
2022-06-30,150.62678780743562,193.98618965240266,949.2728565238418,82.78852543731688
2022-07-31,158.22402396611415,196.05764181635672,975.0786335121522,81.32122948669215
2022-08-31,157.25920927234193,195.0928271225845,974.11381881838,80.35641479291992
2022-09-30,150.93427859110994,195.9125562847317,1001.2870452517237,85.65907865435688
2022-10-31,150.94981475320446,195.9280924468262,1001.3025814138183,85.67461481645141
2022-11-30,153.90108497449052,194.0721800138945,1027.8985577827457,82.73344838126349
2022-12-31,151.3027160362161,193.95314957936284,1054.9136371454083,69.09650052388503
2023-01-31,150.6697879483171,194.06962236947973,1082.3327493799015,84.63062091132811
2023-02-28,150.47935039818603,193.87918481934867,1082.1423118297705,84.44018336119703
2023-03-31,151.6551700784632,195.85363744541476,1110.1563605264148,91.02324474064903
2023-04-30,152.37068045153754,196.5691478184891,1110.871870899489,91.73875511372339
2023-05-31,152.60367787532095,195.20319752810767,1138.3754455354797,90.6501730200471
2023-06-30,158.2972804624942,193.79468103251412,1166.9430149989914,93.46753053044426
2023-07-31,154.21076311365556,194.19445859247855,1195.8025884191868,95.57743360243086
2023-08-31,151.70171048426087,194.87814727953125,1225.045883665712,77.80917668508873
2023-09-30,151.72704412429684,194.90348091956722,1225.071217305748,77.83451032512471
2023-10-31,158.9859847519549,194.97977690870232,1255.3574120778487,93.50246400984469
2023-11-30,159.73185909048453,195.72565124723195,1256.1032864163783,94.24833834837432
2023-12-31,151.49369063119082,194.081670930776,1285.1750447670215,101.93302000845935
2024-01-31,151.74984948834796,194.33782978793315,1285.4312036241786,102.18917886561648
2024-02-29,155.97262892088173,193.96074372053397,1315.97764236747,99.17950745522833
2024-03-31,156.06484253138086,194.0529573310331,1316.0698559779692,99.27172106572746
2024-04-30,154.27003401087117,198.00484618636384,1346.738914932654,102.75233710276676
2024-05-31,154.25040233912418,197.98521451461684,1346.719283260907,102.73270543101978
2024-06-30,152.46842203748304,193.97997671762,1378.4400806636509,103.50622040286689
2024-07-31,152.78420537166218,194.29576005179914,1378.75586399783,103.82200373704605
2024-08-31,151.79879448485522,196.11276545926077,1409.6960776209305,87.34021626056474
2024-09-30,152.20120670595804,196.5151776803636,1410.0984898420334,87.74262848166755
2024-10-31,161.32742423269562,195.70989724730057,212.32312553437103,103.37995440727339
2024-11-30,150.62005767448704,194.39544278489015,214.76323695035958,114.40271230297893
2024-12-31,151.37946472751386,195.15484983791697,215.5226440033864,115.16211935600575
2025-01-31,153.8382374919478,193.70106712627438,213.12841266675605,110.05594479867715
2025-02-28,152.16026210918693,194.13437049810088,215.9521088357049,112.57540255850482
2025-03-31,153.76643760363075,195.93278499113575,213.98778247259384,111.48118998527279
2025-04-30,154.00285092912338,196.16919831662838,214.22419579808647,111.71760331076541
2025-05-31,150.85955954307528,195.12903122580485,210.11629401707177,96.94825901020866
2025-06-30,151.06911727558753,195.3385889583171,210.32585174958402,97.15781674272093
2025-07-31,153.5485244403176,193.7851028023908,211.71395310125354,114.87085879424538
2025-08-31,153.29882681023776,193.53540517231096,211.4642554711737,114.62116116416553
2025-09-30,152.7247539488981,194.09151812925268,212.34542634637128,124.17697893847271
2025-10-31,152.49004283768744,193.85680701804202,212.11071523516063,123.94226782726204
2025-11-30,154.63141952686172,195.08907196395498,212.92796426310971,119.9568861127527
2025-12-31,154.7215511827071,195.17920361980035,213.01809591895508,120.04701776859808
2026-01-31,161.9730457198828,195.10253103864568,214.64104681654464,125.11518894776873
2026-02-28,161.4403074356774,194.56979275444027,214.10830853233924,124.58245066356334
2026-03-31,154.62119822876818,193.57259727181,213.41525061854563,121.42088159701372
2026-04-30,152.43541456522348,194.40371332728205,210.9473428389066,104.36027038088223
2026-05-31,150.32555127669036,197.82244786329247,210.82166835308158,125.86183149354932
2026-06-30,152.29680136114442,194.02664434335952,213.11632193844864,134.20487145931472
2026-07-31,152.24239993104172,193.97224291325682,213.06192050834593,134.15047002921202
2026-08-31,156.32297730265526,196.10396515637427,209.96860154498796,132.5630937333384
2026-09-30,157.39465129146083,195.70505101183835,211.00992253531294,138.2179896967246
2026-10-31,156.86970671307054,195.18010643344806,210.48497795692265,137.6930451183343
2026-11-30,153.8437441728739,194.40502591318494,213.99477702910752,132.82871448854164
2026-12-31,153.64922466739262,194.21050640770366,213.80025752362624,132.63419498306035
2027-01-31,152.7605635838827,193.69452803254342,208.00417932774582,114.10053578496856
2027-02-28,152.53467084720774,193.46863529586844,207.77828659107084,113.87464304829359
2027-03-31,150.29436135599144,194.13294097916446,213.9967764241701,136.1397273657947
2027-04-30,150.9875546702975,195.94997023626345,214.0018317271578,146.27306422677347
2027-05-31,150.5295950103905,195.49201057635645,213.5438720672508,145.81510456686647
2027-06-30,153.37851627986197,195.06086339477034,215.9995614485384,144.62448982952745
2027-07-31,153.71957730124913,195.4019244161575,216.34062246992556,144.9655508509146
2027-08-31,159.2323925387833,193.87910343906762,215.99980163325492,147.92858808748758
2027-09-30,152.47974329311026,194.14572297271533,208.9990639278543,144.72342286737884
2027-10-31,158.71898845844228,194.92487879155718,209.0059567813948,127.40767645602243
2027-11-30,158.8272464910644,195.03313682417928,209.1142148140169,127.51593448864453
2027-12-31,157.1909239117949,194.98844666748764,212.97709421003026,147.36249214444638
2028-01-31,154.98678673323602,194.02845077989585,213.08387271999794,159.1101128962752
2028-02-29,161.07427454508024,193.99435726449187,214.80087135368507,155.75205999467852
2028-03-31,154.61700045008348,197.99523322960758,214.26618245546797,159.28705595910654
2028-04-30,150.2612890298004,193.98618965249426,213.80194601931862,155.0830823490941
2028-05-31,150.3379265276497,194.06282715034357,213.87858351716793,155.1597198469434
2028-06-30,169.356161290994,196.05764181613958,215.0824934154358,139.05850392535908
2028-07-31,169.0830424918593,195.78452301700486,214.80937461630108,138.78538512622436
2028-08-31,153.58802135387697,195.91255628499638,211.9774506797394,159.5617071735364
2028-09-30,153.4311570931567,195.75569202427613,211.82058641901915,159.40484291281615
2028-10-31,153.90790586821328,194.07218001382927,213.00774542210047,172.71281698772856
2028-11-30,152.58243252075314,193.9531495788236,215.9953381446713,169.02757695322256
2028-12-31,150.820033977101,194.0696223718767,208.0036398145493,171.82898658706569
2029-01-31,150.64352386076007,195.8536374399056,212.99777231042032,168.40835411447782
2029-02-28,150.25394215989556,195.4640557390411,212.6081906095558,168.0187724136133
2029-03-31,151.0001348335129,195.20319753337748,213.00087623058369,149.64898796232708
2029-04-30,150.92658849775415,195.12965119761873,212.92732989482494,149.57544162656833
2029-05-31,151.07316571921254,193.79468103858937,208.99838939709093,172.8254080375431
2029-06-30,150.88543760189103,193.60695292126786,208.81066127976942,172.6376799202216
2029-07-31,151.85613239773298,194.19445857355024,212.00932880123705,187.61335893954637
2029-08-31,151.43643688424567,193.77476306006292,211.58963328774973,187.19366342605906
2029-09-30,156.1371827321413,194.87814728355684,210.95927541415165,183.44414080278563
2029-10-31,155.9141820745499,194.65514662596544,210.73627475656025,183.22114014519423
2029-11-30,158.42856613552001,194.97977693716294,213.15844900284935,184.13616337659073
2029-12-31,158.21920547165968,194.7704162733026,212.94908833898901,183.9268027127304
2030-01-31,168.61928380867275,194.08167090063787,210.61530751613765,182.29402668370733
2030-02-28,168.7802458369299,194.24263292889503,210.7762695443948,182.4549887119645
2030-03-31,150.18463788956106,193.96074370996752,211.5332382051225,163.55718762553718
2030-04-30,150.12310427906368,198.0048462984539,213.52546651517824,186.09553566675552
2030-05-31,152.2889085801687,193.9799762590346,212.400518954986,201.8643803703426
2030-06-30,158.16294672840868,196.1127672218761,212.54224331815348,198.35856112049862
2030-07-31,153.79049816912698,195.70989305497582,213.39920692581094,198.06005698683876
2030-08-31,152.40192697190304,194.39544799985987,213.12334404108398,193.93833221383176
2030-09-30,159.18156937787862,193.70106530864086,212.23110820837007,179.4343998299427
2030-10-31,152.19006369303693,194.13436221653077,211.83008279238445,199.25374974393503
2030-11-30,151.69677924291315,193.641077766407,211.33679834226066,198.76046529381125
2030-12-31,152.82435662405874,195.93282364964927,212.55613613821754,216.98836357671644
2031-01-31,151.44087713258511,195.12888272748896,213.15827651246096,212.3518589478792
2031-02-28,152.33851555293973,193.78532776266047,212.9490458556073,213.7699005375591
2031-03-31,152.18057773165907,194.09157209370264,213.01258868146567,208.75663160382936
2031-04-30,150.76869890124277,195.08873230919485,210.99763645363902,192.76724679990963
2031-05-31,158.94200261138306,195.10243830620465,215.0001910161043,213.27080846792825
2031-06-30,150.8093357848541,193.57339711348436,213.99953716198087,234.39861948164074
2031-07-31,150.5950945295461,193.35915585817634,213.78529590667284,234.1843782263327
2031-08-31,155.60040900091062,194.40262428652525,210.0012616927282,227.9154716136021
2031-09-30,151.37166578434827,197.82415912075174,209.9982886091594,230.59586428136714
2031-10-31,152.3612358085057,194.02192946950382,209.0006809251466,223.8319751756704
2031-11-30,151.7948854955249,196.06887476411444,215.00544270875582,206.5535576232338
2031-12-31,151.9072373180284,196.18122658661792,215.1177945312593,206.66590944573727
2032-01-31,150.82267571529715,195.8855279401302,211.9706692813258,228.51191011624772
2032-02-29,150.79535364467765,195.8582058695107,211.9433472107063,228.48458804562821
2032-03-31,150.24379486818077,194.09054039939645,214.11747757647845,253.5452454293098
2032-04-30,150.5749685119521,194.42171404316778,214.4486512202498,253.87641907308114
2032-05-31,150.9353329286265,193.95925209136487,213.7193009348859,244.79276200919315
2032-06-30,151.29811499185507,194.32203415459344,214.08208299811446,245.15554407242172
2032-07-31,156.05349553776287,194.01246104723563,211.35413426222047,245.58737799769503
2032-08-31,156.47247079252605,196.00239136266237,210.8420783038693,240.98979741559162
2032-09-30,149.9776596672085,194.9851632373667,212.80415249789695,221.57178254580293
2032-10-31,157.1338790837359,193.99276752382048,210.3921653088454,247.19571106784278
2032-11-30,154.09311336498607,194.08333451431076,209.6931658297765,269.03581761657694
2032-12-31,154.3189908959606,194.3092120452853,209.91904336075103,269.26169514755145
2033-01-31,158.95667634141768,194.8594208563772,214.12751682576464,260.7812532325975
2033-02-28,159.23139623068258,195.1341407456421,214.40223671502955,261.05597312186245
2033-03-31,153.677753635127,195.11312153266147,210.96903753978734,261.84999115679466
2033-04-30,153.92962235963188,195.36499025716634,211.2209062642922,262.1018598812995
2033-05-31,152.65267022836912,193.9464996251173,212.0023880896305,258.0016693176739
2033-06-30,153.09623662324293,194.3900660199911,212.4459544845043,258.4452357125477
2033-07-31,150.93517626782577,194.02453313213715,208.0161452734469,240.70622079366169
2033-08-31,151.1434584753334,194.2328153396448,208.22442748095455,240.91450300116932
2033-09-30,150.89516772904153,197.98263717180728,209.93643329940616,263.53126170123755
2033-10-31,154.70479681869872,194.00735612592035,213.15178530318985,285.40897723766767
2033-11-30,154.3224202914462,193.62497959866784,212.76940877593734,285.02660071041515
2033-12-31,152.19177068536345,196.023063353361,211.79702235620508,280.2533232765513
2034-01-31,150.31105009001854,195.8780499673094,210.1488754199715,280.7533519956419
2034-02-28,149.9591669755579,195.52616685284877,209.79699230551086,280.40146888118124
2034-03-31,153.47631880421085,194.30318968808018,211.94495970405012,274.81875721896125
2034-04-30,153.16195908184986,193.9888299657192,211.63059998168913,274.5043974966003
2034-05-31,153.37910424565868,193.5898118058582,212.00212283915843,256.4613449859632
2034-06-30,172.18015332976267,194.31285182616838,213.02063461615762,279.36701816152777
2034-07-31,172.60479117995047,194.73748967635618,213.44527246634541,279.7916560117156
2034-08-31,150.1130638502397,195.84418302704842,215.93491008660556,306.5144877028138
2034-09-30,150.19150119596503,195.92262037277374,216.01334743233087,306.59292504853914
2034-10-31,152.0180868102316,195.13661842007048,212.2313228470918,301.76906677141636
2034-11-30,151.26563536737217,194.38416697721104,211.47887140423236,301.01661532855695
2034-12-31,158.17615393094727,193.8086688172372,214.4507806802352,300.60689700691324
2035-01-31,154.44660182983728,194.08208533920117,214.7352148306938,293.2045804429034
2035-02-28,150.42845688127255,195.0686988042287,211.4513799609478,271.72679167550353
2035-03-31,153.45451666418748,195.10463529328842,208.23005985544893,300.4703628375844
2035-04-30,153.85887207034483,193.61228024842922,210.9374577832542,329.71320497119257
2035-05-31,155.66236596096923,194.3590565560204,213.01752021498734,323.12026529254103
2035-06-30,151.85918866443828,197.84665982779052,214.9949456866761,320.6832163642505
2035-07-31,151.61466157241853,197.60213273577077,214.75041859465634,320.43868927223076
2035-08-31,150.18904694483106,194.03484460820926,211.00129389185463,313.0918908235552
2035-09-30,152.84578909071783,195.99540070852157,213.999809742259,290.14900621436743
