indice,A,B,Target
2023-03-31,40.0,60.08824190239747,4.889697622003155
2023-04-30,36.0,56.025682944344034,-0.032103680430040527
2023-05-31,32.0,56.03694833796887,-10.046185422461093
2023-06-30,28.0,56.28956238805217,-20.361952985065216
2023-07-31,24.0,56.13715885054005,-30.171448563175062
2023-08-31,20.0,56.00618552033566,-40.00773190041957
2023-09-30,16.0,56.676792379089775,-50.845990473862216
2023-10-31,12.0,56.58416064471144,-60.7302008058893
2023-11-30,8.0,59.69383372779089,-74.61729215973861
2023-12-31,4.0,56.68682483685619,-80.85853104607024
2024-01-31,0.0,76.36023102659337,-115.45028878324172
2024-02-29,0.0,56.10657676348903,-90.13322095436129
2024-03-31,0.0,56.08528286302227,-90.10660357877784
2024-04-30,0.0,56.05199788473452,-90.06499735591815
2024-05-31,0.0,83.32609501022434,-124.15761876278042
2024-06-30,0.0,56.58880493425469,-90.73600616781836
2024-07-31,0.0,56.00412438224744,-90.0051554778093
2024-08-31,0.0,56.06221576822744,-90.0777697102843
2024-09-30,0.0,56.03350558778668,-90.04188198473335
2024-10-31,0.0,59.10870883992068,-93.88588604990085
2024-11-30,0.0,56.106727766297766,-90.1334097078722
2024-12-31,0.0,61.90657916393612,-97.38322395492015
2025-01-31,0.0,56.0611522547672,-90.076440318459
2025-02-28,0.0,56.00492795381911,-90.0061599422739
2025-03-31,0.0,62.3636996100614,-97.95462451257676
2025-04-30,0.0,56.41442206228314,-90.51802757785393
2025-05-31,0.0,57.19199922459024,-91.4899990307378
2025-06-30,0.0,57.83691028970284,-92.29613786212855
2025-07-31,0.0,56.07481242902569,-90.09351553628211
2025-08-31,0.0,56.09384830931528,-90.11731038664409
2025-09-30,0.0,56.018625868745,-90.02328233593124
2025-10-31,0.0,106.78700640412995,-153.48375800516243
2025-11-30,0.0,56.18801036117671,-90.23501295147088
2025-12-31,0.0,57.59989003983827,-91.99986254979784
2026-01-31,0.0,56.56602320229205,-90.70752900286506
2026-02-28,0.0,56.654871498580746,-90.81858937322593
2026-03-31,0.0,57.8949242172244,-92.3686552715305
2026-04-30,0.0,57.32775833450524,-91.65969791813156
2026-05-31,0.0,60.22231956445815,-95.27789945557268
2026-06-30,0.0,56.05571885011305,-90.06964856264132
2026-07-31,0.0,149.0874451144013,-206.35930639300165
2026-08-31,0.0,56.09155626756783,-90.11444533445979
2026-09-30,0.0,65.57063901792985,-101.96329877241232
2026-10-31,0.0,56.00311981606715,-90.00389977008393
2026-11-30,0.0,56.07896870125867,-90.09871087657334
2026-12-31,0.0,56.20255522704405,-90.25319403380506
2027-01-31,0.0,56.07503612925565,-90.09379516156956
2027-02-28,0.0,56.07299641623344,-90.09124552029179
2027-03-31,0.0,56.04711150358554,-90.05888937948193
2027-04-30,0.0,56.17609464880972,-90.22011831101216
2027-05-31,0.0,56.06721983510225,-90.08402479387782
2027-06-30,0.0,56.07727163509335,-90.09658954386668
2027-07-31,0.0,56.88515855402554,-91.10644819253193
2027-08-31,0.0,56.002313473438896,-90.00289184179861
2027-09-30,0.0,56.21389540501914,-90.26736925627392
2027-10-31,0.0,56.01160417494591,-90.01450521868239
2027-11-30,0.0,56.6916000610213,-90.86450007627663
2027-12-31,0.0,166.9176911207386,-228.64711390092324
2028-01-31,0.0,56.2623997703491,-90.32799971293637
2028-02-29,0.0,56.046408874148106,-90.05801109268513
2028-03-31,0.0,56.04700921139663,-90.05876151424579
2028-04-30,0.0,56.53681224370234,-90.67101530462793
2028-05-31,0.0,56.03599809571016,-90.0449976196377
2028-06-30,0.0,177.2811007351745,-241.60137591896813
2028-07-31,0.0,56.05567035332935,-90.06958794166168
2028-08-31,0.0,56.005992039294405,-90.007490049118
2028-09-30,0.0,57.318762589377215,-91.64845323672152
2028-10-31,0.0,56.33723219611234,-90.42154024514042
2028-11-30,0.0,57.00824349019786,-91.26030436274733
2028-12-31,0.0,56.00137482902306,-90.00171853627882
